#_prom,Player,Team_prom,GP,MIN_x,PTS,FGM_x,FGA_x,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST_x,STL,BLK,TOV,PF,#_adv,Team_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN_y,Pos,Team_x,Team_completo,Team_y,FGM_y,AST_y,FGA_y,HOB,Ast/TO,Stl/TO,FT/FGA,Posesiones_equipo,Pace_del_equipo,Puntos_Producidos,Posesiones_Ofensivas,Ofensa_Marginal,Puntos_Marginales_por_Victoria,OWS
1,JERRICK HARDING,AND,30,26.6,27.0,9.1,18.7,0.486,2.8,7.5,0.371,6.0,6.8,0.882,1.0,2.0,3.0,2.4,1.5,0.2,2.5,3.4,11,AND,0.621,0.56,173.8,3.7,7.1,5.4,13.0,10.2,2.2,0.7,30.8,-2.3,1.4,123.9,122.4,1.6,286.0,22.4,799.4,PG,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.0109628217349857,0.96,0.6,0.32085561497326204,1053.492,1584.1984962406013,28.2,24.092,2.400620995069591,7.757519223670849,0.30945730533860283
2,DZANAN MUSA,RMB,28,19.0,24.9,7.3,15.0,0.489,3.0,6.8,0.45,7.2,8.7,0.828,1.6,4.1,5.7,2.8,1.3,0.4,2.3,2.1,3,RMB,0.662,0.59,176.7,5.5,12.5,9.3,14.6,10.9,1.9,1.1,27.3,-1.1,1.7,131.1,107.9,23.2,239.5,24.6,531.3,SG,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.009655831739961759,1.2173913043478262,0.5652173913043479,0.48000000000000004,1050.528,2211.637894736842,26.299999999999997,21.628,3.139242523715968,10.829970818009333,0.2898662033784681
3,JEAN MONTERO,VAL,32,23.9,24.8,8.6,18.5,0.466,3.2,8.6,0.368,4.5,5.2,0.856,1.7,3.8,5.6,7.0,1.8,0.2,2.4,1.8,2,VAL,0.598,0.551,169.0,5.9,12.1,9.1,31.4,10.2,2.6,0.5,28.2,6.3,1.3,132.8,111.2,21.6,410.4,25.5,765.1,PG,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.012560386473429951,2.916666666666667,0.75,0.24324324324324326,1244.988,2083.661924686193,28.3,27.788,-1.4573112978999738,10.203296793136975,-0.14282749266689984
4,CALEB HOMESLEY,GCN,34,19.4,24.2,7.8,18.0,0.43,3.7,9.9,0.368,5.1,6.2,0.816,0.6,3.0,3.6,4.0,1.2,0.2,2.8,3.6,24,GCN,0.584,0.532,161.4,2.2,11.0,6.7,20.9,12.0,1.8,0.7,31.8,-0.4,1.3,114.8,118.4,-3.6,221.0,19.4,659.2,SG,GCN,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.010986964618249535,1.4285714285714286,0.4285714285714286,0.2833333333333333,1078.928,2224.5938144329903,26.2,24.728,-0.2804517696297175,10.893413496652009,-0.025745077033559022
5,DERRICK ALSTON JR.,MAN,34,25.4,23.9,7.9,17.7,0.445,3.0,9.3,0.318,5.2,6.3,0.816,1.7,4.3,6.0,2.5,1.3,0.3,3.0,2.7,38,MAN,0.582,0.528,157.9,5.4,15.5,10.2,13.4,12.8,1.9,0.9,28.5,-3.6,1.3,114.3,109.1,5.2,309.0,18.5,864.4,,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.010379241516966068,0.8333333333333334,0.43333333333333335,0.2937853107344633,1006.072,1584.3653543307087,25.15,22.971999999999998,0.5499944171815834,7.758336296054585,0.07089076783914057
6,CHIMEZIE METU,FCB,20,20.0,23.6,9.3,15.0,0.617,2.0,4.6,0.431,3.1,4.8,0.66,1.6,5.1,6.7,1.8,1.2,1.1,2.8,2.8,7,FCB,0.691,0.683,170.9,6.2,17.7,12.3,8.8,14.0,1.7,3.4,26.0,-4.4,1.6,122.9,112.8,10.1,177.1,23.5,400.4,PF,FCB,BARCA,BARCA,1151,637,2259,0.009643788010425718,0.6428571428571429,0.4285714285714286,0.20666666666666667,1154.3120000000001,2308.6240000000003,24.5,18.912000000000003,4.247723072337543,11.304893359466945,0.3757419851095202
7,MARKUS HOWARD,BASK,33,23.4,23.5,7.1,18.1,0.391,4.8,12.7,0.382,4.5,5.5,0.822,0.5,1.4,1.9,2.7,1.4,0.0,2.4,4.1,78,BASK,0.573,0.524,159.5,1.6,5.1,3.4,13.3,10.5,2.1,0.1,29.7,-1.7,1.3,113.8,121.1,-7.3,195.3,16.2,773.1,SG,BASK,BASKONIA,BASKONIA,1077,609,2244,0.009099350046425257,1.1250000000000002,0.5833333333333334,0.24861878453038672,1081.3200000000002,1848.4102564102568,24.85,23.220000000000002,-0.015581126286075886,9.051314043890605,-0.0017214214654934805
8,JILSON BANGO,ZAR,19,20.8,23.2,9.2,14.0,0.66,0.0,0.3,0.0,4.7,7.5,0.634,3.9,5.7,9.6,1.5,0.5,0.9,2.6,3.5,4,ZAR,0.672,0.66,129.4,13.7,20.1,16.9,7.4,13.3,0.8,2.9,24.3,-4.5,1.7,126.5,115.7,10.8,182.0,24.3,394.8,C,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.009780621572212066,0.5769230769230769,0.1923076923076923,0.33571428571428574,1095.9999999999998,2107.692307692307,23.95,18.8,3.817660414548744,10.320969015755844,0.369893602889492
9,KILLIAN TILLIE,UNI,28,13.1,22.9,8.3,14.7,0.56,4.2,8.0,0.531,2.2,3.3,0.647,2.2,4.7,6.9,2.5,1.4,0.7,1.8,5.0,8,UNI,0.706,0.703,173.8,7.5,17.0,12.1,11.6,9.8,2.0,2.2,22.6,-0.4,1.6,131.8,107.8,24.0,168.3,22.8,366.2,C,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.010887096774193548,1.3888888888888888,0.7777777777777777,0.14965986394557826,993.0519999999999,3032.219847328244,24.15,18.652,4.176149045327826,14.848204825257357,0.2812561582006222
10,MARCELINHO HUERTAS,TEN,34,24.1,22.5,8.4,16.5,0.509,1.5,3.9,0.382,4.2,4.6,0.914,0.8,2.3,3.2,10.5,0.7,0.0,4.6,2.5,10,TEN,0.608,0.555,180.6,3.4,8.9,6.3,55.7,19.8,1.1,0.1,32.3,7.3,1.4,120.3,122.0,-1.7,374.1,22.5,820.5,PG,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.017371323529411762,2.2826086956521743,0.15217391304347827,0.2545454545454546,1093.8239999999998,1815.4755186721989,27.75,29.024,-3.3309055387307076,8.890038886935312,-0.37467839917165763
11,DAVID KRAMER,TEN,35,18.9,21.9,6.9,15.5,0.446,4.4,11.4,0.386,3.7,4.3,0.848,1.0,2.9,3.9,1.4,1.6,0.1,1.2,3.4,20,TEN,0.629,0.588,167.9,4.0,11.2,7.7,6.7,6.4,2.6,0.3,26.0,-0.9,1.4,125.1,117.0,8.1,221.1,20.2,660.7,SG,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.007628676470588236,1.1666666666666667,1.3333333333333335,0.23870967741935484,1090.092,2307.073015873016,22.599999999999998,18.791999999999998,2.4762273675638298,11.297298484702678,0.21918756691405583
12,JAMES BATEMON III,FOR,14,26.8,21.8,6.1,14.2,0.432,2.3,6.6,0.348,7.2,8.5,0.843,1.1,3.1,4.1,3.6,1.2,0.2,2.5,3.4,33,FOR,0.606,0.514,162.3,3.3,10.9,6.9,19.7,12.2,1.8,0.7,25.7,-0.4,1.5,120.8,117.8,3.0,126.1,18.6,375.2,G,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.010264550264550264,1.44,0.48,0.5070422535211268,950.14,1418.1194029850747,23.6,21.54,0.5334790068819153,6.944261439600904,0.07682300148431265
13,KEVIN PUNTER,FCB,33,22.5,21.5,6.9,14.3,0.481,3.5,7.7,0.456,4.3,4.7,0.907,0.6,2.3,2.9,3.6,1.5,0.1,2.7,3.2,29,FCB,0.657,0.603,184.4,2.2,7.7,5.1,16.1,14.0,2.2,0.4,24.7,-0.8,1.5,124.3,115.3,9.0,253.6,19.0,743.2,SG,FCB,BARCA,BARCA,1151,637,2259,0.009122502172024326,1.3333333333333333,0.5555555555555555,0.3006993006993007,1155.1680000000001,2053.6320000000005,23.3,19.968000000000004,1.9168852743462352,10.056245954121946,0.19061638737669545
14,TRAE BELL-HAYNES,ZAR,34,25.8,21.1,6.7,14.3,0.47,1.8,5.0,0.361,5.9,6.8,0.867,1.1,2.3,3.4,6.7,1.9,0.2,3.7,3.5,21,ZAR,0.612,0.533,169.8,3.9,8.1,6.0,30.9,17.5,2.8,0.5,25.9,2.3,1.5,121.7,118.5,3.2,342.8,20.0,876.4,G,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.012248628884826326,1.8108108108108107,0.5135135135135135,0.4125874125874126,1099.592,1704.7937984496125,24.450000000000003,23.992,-1.2422920922418363,8.348051519586322,-0.14881222154980145
15,DYLAN ENNIS,MUR,34,28.4,21.0,7.1,16.0,0.445,2.3,6.9,0.333,4.4,6.0,0.735,0.9,2.7,3.6,4.4,1.6,0.3,2.0,3.2,34,MUR,0.563,0.517,151.3,3.1,9.2,6.1,23.6,9.6,2.3,0.9,26.7,2.7,1.3,116.0,109.1,6.9,331.0,18.6,965.7,G,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.011904761904761904,2.2,0.8,0.275,969.74,1365.830985915493,23.2,23.04,-1.472824683446646,6.6882149898945205,-0.22021192286312463
16,TREY THOMPKINS,LBC,26,20.9,20.9,7.7,15.4,0.5,3.2,7.8,0.41,2.4,2.9,0.818,0.9,5.7,6.6,1.7,1.3,0.4,1.3,2.9,35,LBC,0.629,0.603,172.8,3.0,19.7,11.3,8.3,7.4,1.8,1.3,22.7,-0.6,1.4,120.3,123.8,-3.5,211.0,18.6,543.1,PF,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.009073359073359074,1.3076923076923077,1.0,0.15584415584415584,1037.676,1985.9827751196171,21.75,18.376,2.0717089243482825,9.72498054532288,0.2130296214674329
17,GIORGI SHERMADINI,TEN,36,21.7,20.9,7.2,9.7,0.741,0.0,0.0,0.0,6.5,7.2,0.904,2.7,5.2,8.0,1.8,0.8,0.6,1.8,3.0,1,TEN,0.811,0.741,164.4,11.1,19.9,15.7,9.2,12.5,1.2,2.0,20.6,-1.8,2.1,151.9,116.5,35.4,380.0,26.8,782.9,C,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.008272058823529412,1.0,0.4444444444444445,0.6701030927835052,1090.2679999999998,2009.7105990783407,21.799999999999997,14.668,6.092491646840475,9.84117119373751,0.6190819697067631
18,ANTE TOMIC,JOV,34,24.9,20.7,8.1,13.7,0.59,0.0,0.1,0.0,4.6,6.7,0.677,2.3,7.9,10.3,3.7,0.7,0.2,2.1,1.7,6,JOV,0.622,0.59,126.7,8.6,27.2,18.2,19.6,11.3,1.0,0.6,25.2,1.0,1.5,124.6,112.0,12.5,419.3,23.9,845.3,C,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.010895660203139429,1.7619047619047619,0.3333333333333333,0.3357664233576642,1085.748,1744.173493975904,22.55,20.348,0.7599550061296725,8.540886411042445,0.0889784700973347
19,TYSON CARTER,UNI,34,20.9,20.7,7.2,15.5,0.462,2.7,7.8,0.351,3.7,4.1,0.889,0.2,2.6,2.8,6.2,1.4,0.4,2.8,3.5,47,UNI,0.599,0.551,170.2,0.7,9.5,4.9,28.7,13.9,2.0,1.1,25.4,3.7,1.3,117.8,111.4,6.4,259.1,17.8,709.2,PG,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.013508064516129032,2.2142857142857144,0.5,0.23870967741935484,996.4039999999999,1906.9933014354067,23.8,23.503999999999998,-1.3697079583216087,9.338184091452343,-0.14667819191692352
20,MARIO HEZONJA,RMB,32,24.3,20.7,7.2,15.5,0.463,3.1,7.7,0.398,3.3,4.1,0.807,1.2,6.2,7.4,1.9,1.6,0.1,2.4,2.3,32,RMB,0.598,0.561,166.7,4.4,18.9,12.2,9.7,12.0,2.4,0.4,25.5,-3.1,1.3,115.3,103.3,12.0,291.3,18.8,777.3,SG,RMB,REAL MADRID,REAL MADRID,1046,595,2205,0.00869980879541109,0.7916666666666666,0.6666666666666667,0.2129032258064516,1049.0040000000001,1726.7555555555557,21.65,19.203999999999997,1.0850292872869218,8.45559407396902,0.12832088174942552
21,SEKOU DOUMBOUYA,AND,30,19.9,20.5,7.6,15.7,0.485,1.8,4.8,0.375,3.5,5.1,0.682,2.0,6.2,8.2,1.4,0.9,0.5,2.8,4.2,70,AND,0.572,0.542,154.2,7.1,22.7,14.7,7.1,13.4,1.3,1.7,26.4,-5.1,1.3,110.3,120.6,-10.3,188.6,16.7,595.7,F,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.008579599618684462,0.5,0.32142857142857145,0.2229299363057325,1052.0439999999999,2114.6613065326633,21.2,19.343999999999998,0.4851076095229203,10.355094879782415,0.04684723946567195
22,MARIO SAINT-SUPERY,MAN,33,14.7,20.4,6.3,13.5,0.467,2.0,5.5,0.365,5.8,6.7,0.867,1.9,3.3,5.2,5.1,1.9,0.2,4.1,5.5,49,MAN,0.62,0.541,169.9,6.0,12.0,8.9,25.3,19.9,2.7,0.7,24.8,-1.8,1.5,116.2,108.0,8.2,169.5,17.8,484.9,G,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.011377245508982035,1.2439024390243902,0.4634146341463415,0.42962962962962964,1007.148,2740.5387755102042,22.95,21.548000000000002,-0.12508794613317775,13.419898001851742,-0.009321080243375733
23,CHRIS JONES,VAL,26,19.7,20.3,7.8,15.3,0.509,2.6,6.3,0.411,2.1,2.8,0.75,1.5,2.9,4.4,10.2,1.0,0.1,4.2,2.9,18,VAL,0.613,0.594,167.0,5.1,8.9,7.1,42.4,20.3,1.4,0.2,25.4,7.0,1.3,125.7,115.3,10.4,241.8,20.2,512.3,G,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.014492753623188406,2.4285714285714284,0.23809523809523808,0.13725490196078433,1245.932,2529.81116751269,25.4,26.732,-3.2264734999086713,12.388004919085795,-0.2604514222413448
24,CAMERON HUNT,MAN,31,24.6,20.1,6.8,13.9,0.486,2.6,6.3,0.403,4.0,4.6,0.876,1.1,1.7,2.8,3.8,1.4,0.3,2.6,3.7,59,MAN,0.631,0.578,176.6,3.7,6.0,4.8,19.2,14.0,2.0,1.0,22.5,-0.1,1.4,123.0,110.8,12.2,243.1,17.2,761.5,F,MAN,BAXI MANRESA,BAXI MANRESA,1002,593,2262,0.010578842315369262,1.4615384615384615,0.5384615384615384,0.28776978417266186,1005.524,1634.9983739837398,22.0,19.724,0.8781773413063512,8.006276578944007,0.1096861109714722
25,ARTEM PUSTOVYI,JOV,35,17.1,20.0,7.2,11.7,0.615,0.0,0.2,0.0,5.6,6.8,0.825,3.2,4.0,7.2,1.1,0.5,2.7,2.4,4.7,9,JOV,0.681,0.615,144.0,11.9,13.4,12.7,5.8,14.0,0.8,7.8,23.0,-4.7,1.7,127.5,112.8,14.8,242.0,22.6,600.1,C,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.007663896583564174,0.45833333333333337,0.20833333333333334,0.47863247863247865,1085.192,2538.46081871345,20.55,15.792,3.638834748220944,12.43036061859389,0.2927376654525865
26,DAE DAE GRANT,BRE,23,25.5,20.0,6.7,16.1,0.416,3.4,8.5,0.406,3.2,3.7,0.867,1.2,2.8,3.9,4.4,0.8,0.2,3.5,3.3,115,BRE,0.565,0.523,168.8,4.1,9.2,6.7,22.7,16.5,1.2,0.6,27.8,-1.6,1.2,107.3,120.9,-13.7,162.8,14.3,587.6,G,BRE,DREAMLAND GRAN CANARIA,DREAMLAND GRAN CANARIA,1074,614,2233,0.010335195530726258,1.2571428571428573,0.2285714285714286,0.19875776397515527,1077.9279999999999,1690.8674509803918,22.2,22.128,-1.4961920397268855,8.279856840406678,-0.18070264601983116
27,KASSIUS ROBERTSON,JOV,31,26.3,20.0,6.3,14.4,0.434,3.3,8.0,0.409,4.2,5.2,0.805,0.7,2.6,3.3,3.7,1.0,0.1,2.3,2.8,65,JOV,0.598,0.547,164.8,2.6,8.9,5.8,17.5,12.1,1.5,0.3,25.5,0.4,1.4,118.0,116.8,1.1,247.3,16.9,816.6,G,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.009233610341643583,1.6086956521739133,0.4347826086956522,0.2916666666666667,1086.888,1653.061596958175,21.85,20.388,0.01712024105424348,8.094728751950207,0.002114986379267967
28,AMINE NOUA,GRA,33,29.0,20.0,6.8,15.5,0.437,1.4,5.2,0.268,5.0,6.1,0.822,2.1,5.9,8.0,1.7,1.6,1.2,3.1,3.3,54,GRA,0.549,0.482,152.7,7.1,21.7,14.1,9.3,14.6,2.3,3.7,27.3,-5.5,1.3,106.0,111.8,-5.8,327.6,17.4,957.4,F,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.009032943676939426,0.5483870967741935,0.5161290322580645,0.3225806451612903,944.684,1303.0124137931034,20.85,19.884,-0.44316171899535917,6.380604370392341,-0.06945450513304735
29,SCOTT BAMFORTH,GRA,26,20.5,19.7,6.3,16.5,0.385,3.8,10.3,0.368,3.2,3.6,0.889,0.6,2.8,3.4,3.6,0.8,0.0,2.6,4.7,143,GRA,0.545,0.5,164.3,2.1,10.2,6.0,19.9,12.4,1.2,0.0,26.6,-0.4,1.2,108.5,117.6,-9.1,122.0,13.0,533.7,SG,GRA,FORCA LLEIDA CE,FORCA LLEIDA CE,941,585,2172,0.010520722635494155,1.3846153846153846,0.3076923076923077,0.19393939393939394,944.584,1843.090731707317,21.5,21.684,-1.7207261473896303,9.025265341507808,-0.19065657155539725
30,DYLAN OSETKOWSKI,UNI,32,20.2,19.7,6.8,15.5,0.439,2.8,8.0,0.347,3.3,3.9,0.857,2.0,4.9,6.9,1.8,1.7,0.1,1.7,3.7,61,UNI,0.573,0.529,164.3,6.9,18.1,12.3,8.1,8.9,2.4,0.4,23.9,-1.3,1.3,115.2,109.1,6.2,221.8,17.1,647.3,C,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.008669354838709677,1.0588235294117647,1.0,0.2129032258064516,993.416,1967.1603960396042,20.599999999999998,19.016000000000002,0.2363526831414262,9.632810929018534,0.024536211172734777
31,MARTIN GEBEN,SJG,21,16.7,19.5,7.6,11.8,0.643,1.4,3.4,0.424,2.9,4.1,0.7,4.3,6.8,11.1,1.8,1.0,0.2,1.2,4.8,5,SJG,0.716,0.704,176.8,14.0,23.2,18.5,9.5,8.3,1.5,0.7,18.4,0.0,1.7,144.0,114.2,29.7,174.8,23.9,351.6,C,SJG,CB GRANADA,CB GRANADA,947,511,2173,0.00992608236536431,1.5,0.8333333333333334,0.24576271186440676,945.7040000000001,2265.159281437126,20.4,15.404000000000002,3.9043319694525955,11.09205488587725,0.35199356743390375
32,EMIR SULEJMANOVIC,ZAR,31,25.4,19.4,7.8,14.7,0.53,1.9,4.5,0.418,2.0,3.2,0.629,3.3,6.9,10.2,1.9,1.8,0.5,2.0,4.0,15,ZAR,0.604,0.593,157.7,11.5,24.9,18.0,9.1,11.1,2.7,1.6,22.4,-2.1,1.3,121.7,113.9,7.8,348.0,20.8,786.7,PF,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.00886654478976234,0.95,0.9,0.1360544217687075,1094.108,1723.0047244094487,20.349999999999998,18.008,1.065788763042221,8.437226966065738,0.1263197929045633
33,JABARI PARKER,FCB,34,24.5,19.4,7.2,14.1,0.514,3.2,6.6,0.48,1.8,2.3,0.792,1.3,4.3,5.6,1.9,1.0,0.6,2.1,2.4,46,FCB,0.645,0.626,178.7,4.7,14.7,10.0,8.3,12.1,1.5,1.7,22.2,-2.3,1.4,121.4,114.4,7.0,292.4,17.9,832.6,F,FCB,BARCA,BARCA,1151,637,2259,0.007906168549087749,0.9047619047619047,0.47619047619047616,0.12765957446808512,1152.812,1882.1420408163262,20.349999999999998,17.012,2.132374413420383,9.21649218703351,0.23136507579536345
34,KARLIS SILINS,LBC,13,15.0,19.2,5.5,10.7,0.517,1.8,4.6,0.4,6.3,8.3,0.756,1.7,4.2,5.9,0.9,0.7,0.7,2.0,6.7,85,LBC,0.668,0.603,167.3,5.7,14.8,10.2,4.1,12.4,1.1,2.6,20.6,-3.8,1.8,124.1,130.8,-6.7,53.9,15.7,194.9,C,LBC,CB CORUNA,CB CORUNA,1036,695,2234,0.006177606177606178,0.45,0.35,0.588785046728972,1039.952,2773.2053333333333,19.65,15.252,3.3171040767392235,13.579859932686444,0.24426644259820546
35,SHANNON EVANS,AND,27,24.6,19.0,6.0,14.2,0.424,2.8,8.3,0.34,4.1,4.9,0.844,0.5,3.7,4.2,6.8,2.2,0.1,3.8,3.0,44,AND,0.58,0.523,160.8,1.7,13.4,7.4,31.6,19.1,3.3,0.3,25.6,1.9,1.3,114.3,118.6,-4.3,249.8,18.0,664.4,G,AND,MORABANC ANDORRA,MORABANC ANDORRA,1049,543,2203,0.012202097235462346,1.7894736842105263,0.5789473684210527,0.2887323943661972,1054.456,1714.5626016260162,22.4,23.156,-2.397045502165387,8.39588749381117,-0.28550233717785195
36,TYSON PEREZ,UNI,29,14.3,19.0,7.8,12.7,0.612,0.3,1.5,0.235,3.0,5.0,0.603,4.8,7.4,12.2,1.7,1.3,0.6,2.3,2.8,13,UNI,0.635,0.626,145.1,16.7,26.4,21.5,8.2,13.1,1.9,1.9,21.8,-3.0,1.5,122.6,105.5,17.1,206.8,22.1,416.0,PF,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.009576612903225807,0.7391304347826088,0.5652173913043479,0.2362204724409449,991.7,2773.986013986014,19.85,16.599999999999998,2.0735724936972986,13.583682777604611,0.1526517165960319
37,KENDRICK PERRY,UNI,35,20.9,18.9,6.1,13.3,0.461,3.0,6.5,0.455,3.7,4.9,0.768,0.4,2.6,3.1,7.0,2.1,0.0,2.8,4.2,43,UNI,0.614,0.572,168.3,1.5,9.5,5.4,30.6,15.4,3.1,0.0,23.0,4.9,1.4,120.7,109.4,11.2,278.4,18.2,730.0,G,UNI,UCAM MURCIA CB,UCAM MURCIA CB,992,575,2230,0.013205645161290322,2.5,0.7500000000000001,0.2781954887218045,996.5559999999999,1907.2842105263157,22.4,22.456000000000003,-1.6474371133454007,9.339608618031823,-0.17639252143443376
38,NATE WATSON,ZAR,14,12.9,18.9,8.1,12.9,0.631,0.2,0.4,0.5,2.4,4.6,0.522,3.4,2.4,5.8,0.8,0.4,1.6,2.8,6.8,84,ZAR,0.632,0.638,165.3,11.7,8.7,10.2,4.0,15.7,0.6,5.3,22.3,-6.2,1.5,113.0,125.0,-12.0,46.6,15.8,181.3,C,ZAR,CASADEMONT ZARAGOZA,CASADEMONT ZARAGOZA,1094,635,2299,0.00813528336380256,0.28571428571428575,0.14285714285714288,0.18604651162790697,1095.4239999999998,3396.663565891472,19.299999999999997,15.724,2.4616538488491706,16.632816513381915,0.14799981992638767
39,FRAN GUERRA,TEN,22,19.5,18.9,6.9,10.7,0.641,0.1,0.6,0.143,5.0,7.3,0.69,2.7,5.2,7.9,3.1,0.6,0.5,2.8,4.4,16,TEN,0.677,0.645,147.3,11.3,20.1,15.8,15.4,17.0,0.9,1.6,23.8,-2.3,1.8,125.1,117.5,7.6,164.4,20.6,429.6,C,TEN,LENOVO TENERIFE,LENOVO TENERIFE,1088,682,2154,0.009191176470588236,1.1071428571428572,0.2142857142857143,0.4672897196261683,1091.312,2238.5887179487177,20.45,17.012,2.2323744134203842,10.961943881773765,0.2036476775923032
40,DARIO BRIZUELA,FCB,33,18.9,18.7,6.5,13.7,0.473,2.5,7.1,0.35,3.3,3.9,0.851,0.8,2.5,3.2,5.4,1.2,0.1,2.8,3.6,69,FCB,0.608,0.563,167.3,2.8,8.5,5.8,23.9,15.5,1.8,0.2,23.6,2.2,1.4,119.8,117.0,2.8,202.4,16.7,622.2,SG,FCB,BARCA,BARCA,1151,637,2259,0.010338835794960904,1.9285714285714288,0.4285714285714286,0.24087591240875914,1154.716,2443.8433862433862,21.4,20.816,-0.8912117452528392,11.967037018033283,-0.07447221429246527
41,SEMI OJELEYE,VAL,35,21.7,18.5,5.9,14.3,0.413,3.2,9.1,0.354,3.5,4.0,0.881,2.1,2.9,5.1,1.2,0.7,0.3,0.9,1.6,81,VAL,0.577,0.525,164.8,7.1,9.3,8.2,4.9,5.3,1.0,0.9,20.6,-0.2,1.3,129.8,115.5,14.3,236.8,15.9,761.1,SF,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.0057165861513687605,1.3333333333333333,0.7777777777777777,0.24475524475524474,1242.5600000000002,2290.4331797235027,19.1,17.26,0.6167988699527278,11.21581636670111,0.05499366695980828
42,NEMANJA RADOVIC,MUR,29,11.1,18.5,7.6,14.1,0.54,1.2,2.5,0.5,2.0,2.8,0.72,2.9,3.8,6.7,0.8,0.4,0.3,2.9,4.9,121,MUR,0.602,0.583,176.0,9.5,13.4,11.4,4.3,16.0,0.7,1.0,23.6,-6.7,1.3,106.7,112.0,-5.3,78.6,14.1,321.3,PF,MUR,CB GIRONA,CB GIRONA,966,551,2215,0.008695652173913044,0.27586206896551724,0.13793103448275862,0.14184397163120568,967.232,3485.5207207207204,18.9,16.131999999999998,1.6247392450798053,17.067933128114458,0.09519250121759147
43,LUKA BOZIC,FOR,32,22.2,18.5,6.0,12.2,0.496,0.8,2.3,0.333,5.7,7.1,0.794,2.0,3.6,5.7,2.9,1.4,0.3,2.4,2.0,51,FOR,0.604,0.527,162.3,6.8,12.8,9.7,15.6,13.7,2.0,0.8,22.6,-1.4,1.5,117.9,114.8,3.1,247.6,17.7,711.0,PG,FOR,RIO BREOGAN,RIO BREOGAN,945,551,2145,0.009417989417989419,1.2083333333333333,0.5833333333333334,0.4672131147540984,948.524,1709.0522522522522,19.95,18.223999999999997,0.43448103163491325,8.368904359249713,0.051916118643978056
44,DEVON DOTSON,JOV,35,25.6,18.5,6.6,14.8,0.447,1.5,4.7,0.314,3.7,5.3,0.71,0.8,2.6,3.5,6.1,1.8,0.2,2.9,4.0,66,JOV,0.539,0.497,147.1,3.1,9.0,6.1,30.2,14.6,2.7,0.6,26.8,3.3,1.2,110.5,114.0,-3.5,283.1,16.8,897.2,PG,JOV,JOVENTUT BADALONA,JOVENTUT BADALONA,1083,616,2273,0.01172668513388735,2.103448275862069,0.6206896551724138,0.25,1087.4320000000002,1699.1125000000002,21.55,23.232,-3.3284315558086988,8.320231279860765,-0.4000407493317179
45,NATE REUVERS,VAL,30,15.1,18.4,6.8,11.9,0.57,1.5,3.6,0.422,3.3,4.8,0.7,3.8,3.3,7.1,0.6,0.6,1.4,2.1,5.8,55,VAL,0.658,0.634,169.3,12.6,10.2,11.4,2.7,12.9,0.9,3.8,19.4,-4.5,1.6,127.4,112.9,14.4,146.0,17.3,452.1,PF,VAL,VALENCIA BASKET,VALENCIA BASKET,1242,785,2576,0.005958132045088566,0.2857142857142857,0.2857142857142857,0.27731092436974786,1242.412,3291.1576158940397,18.7,14.612,3.0524603179460765,16.116173910034544,0.18940353554049813
