#_prom,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
112,MIKAEL JANTUNEN,PAR,33,21.0,7.5,2.5,4.9,0.506,1.5,3.4,0.442,1.0,1.1,0.889,1.4,2.8,4.2,0.9,0.5,0.1,0.8,2.5,91,0.692,0.66,183.8,8.9,16.7,12.9,6.0,13.2,1.2,0.6,13.3,-1.1,1.5,137.5,116.4,21.1,206.3,14.8,691.5,PF,167,0,0,0,0,0,0,0,16,0,0.102,1.1,0.6,0.2,24,9,0.727,2.1,0.6,2.6,PARIS BASKETBALL
113,AXEL JULIEN,DIJ,33,24.4,7.4,2.2,5.4,0.407,0.9,3.3,0.284,2.1,2.5,0.864,0.1,2.2,2.3,6.3,0.8,0.1,1.9,2.4,106,0.576,0.494,155.5,0.3,11.8,6.2,39.6,22.6,1.8,0.3,16.6,9.3,1.4,116.6,116.0,0.6,274.4,14.1,804.9,PG,8,3,0,0,0,0,0,0,16,0,0.286,3.3,0.4,0.5,16,17,0.485,1.3,0.7,2.0,JDA DIJON BASKET
114,ANTONY LABANCA,NAN,29,22.9,7.4,2.5,5.8,0.437,1.6,4.1,0.398,0.8,1.0,0.786,0.2,0.9,1.1,2.7,0.3,0.0,1.2,2.2,163,0.599,0.578,162.1,1.3,4.8,3.1,18.1,16.7,0.8,0.2,15.3,2.5,1.3,114.6,122.2,-7.6,127.8,10.0,664.0,SF,114,0,0,0,0,0,0,0,27,0,0.17,2.2,0.3,0.2,14,15,0.483,0.8,0.0,0.7,NANCY BASKET
115,DEANDRE PINCKNEY,PORT,5,20.4,7.4,2.6,6.2,0.419,0.6,2.4,0.25,1.6,2.4,0.667,1.8,2.6,4.4,1.0,0.6,0.0,1.4,2.8,131,0.51,0.468,133.6,11.0,18.3,14.4,9.9,16.2,1.6,0.0,20.8,-3.7,1.2,101.4,117.4,-15.9,22.0,12.0,102.0,F,178,0,0,0,0,0,0,0,12,0,0.144,0.7,0.4,0.4,1,4,0.2,0.0,0.0,0.0,LE PORTEL
116,NEAL SAKO,LYV,35,22.5,7.4,3.0,4.7,0.642,0.0,0.0,0.0,1.3,3.2,0.411,2.7,3.5,6.1,0.8,0.7,0.6,1.0,2.8,68,0.602,0.642,105.3,16.1,19.6,17.9,6.0,13.7,1.6,3.0,14.9,-1.9,1.6,120.8,109.3,11.5,266.0,16.2,788.0,C,5,4,0,0,0,0,0,0,16,0,0.13,0.8,0.7,0.7,24,11,0.686,1.4,1.4,2.8,ASVEL BASKET
117,SHAQUILLE HARRISON,LYV,36,18.3,7.4,2.8,5.6,0.493,0.5,2.1,0.24,1.4,2.0,0.671,0.6,1.9,2.5,2.3,1.1,0.1,1.3,2.1,75,0.568,0.537,140.4,4.3,13.6,9.1,21.8,16.8,3.4,0.9,20.1,1.4,1.3,112.4,108.7,3.6,205.4,15.8,658.0,G,78,0,0,0,0,0,1,0,25,0,0.171,1.8,0.9,0.4,25,11,0.694,0.8,1.2,2.0,ASVEL BASKET
118,AMADOU SOW,STR,14,16.9,7.4,3.0,6.5,0.462,0.2,1.4,0.15,1.1,1.3,0.889,1.1,2.4,3.6,0.4,0.7,0.4,1.1,2.1,108,0.521,0.478,150.0,8.9,19.3,14.0,5.1,13.2,2.3,2.9,23.1,-4.7,1.1,100.9,110.5,-9.5,61.5,14.1,236.0,PF,30,1,0,0,0,0,0,0,15,0,0.127,0.4,0.7,0.2,4,10,0.286,-0.1,0.4,0.3,STRASBOURG IG
119,JEAN-MARC PANSA,JLB,34,16.0,7.3,2.8,4.9,0.563,0.0,0.0,1.0,1.7,2.7,0.648,1.7,2.3,3.9,0.4,0.4,0.9,1.0,2.3,46,0.599,0.566,221.1,13.3,18.6,15.9,3.8,14.1,1.2,6.0,20.4,-4.7,1.5,115.6,112.2,3.4,185.4,17.7,545.5,C,87,0,0,0,0,0,0,0,16,0,0.102,0.4,0.4,0.5,19,15,0.559,0.9,0.8,1.6,JL BOURG-EN-BRESSE
120,MALIK FITTS,STR,14,16.8,7.3,2.9,6.9,0.417,1.0,3.0,0.333,0.6,1.0,0.571,0.7,1.9,2.6,0.6,0.6,0.0,0.6,1.4,126,0.499,0.49,132.1,6.0,14.3,10.3,7.0,8.1,2.1,0.0,23.0,-1.3,1.1,101.9,112.6,-10.7,53.8,12.4,235.0,SF,120,0,0,0,0,0,0,0,15,0,0.122,1.0,1.0,0.1,8,6,0.571,-0.1,0.3,0.2,STRASBOURG IG
121,BRANDON PAUL,JLB,11,15.4,7.3,2.0,5.6,0.355,1.4,4.3,0.319,1.9,2.4,0.808,0.3,1.5,1.8,0.7,0.4,0.2,0.5,2.5,130,0.545,0.476,148.2,2.2,13.0,7.5,8.0,7.6,1.3,1.3,21.6,-0.4,1.3,113.4,109.6,3.8,33.5,12.2,169.0,G,80,0,0,0,0,0,0,0,18,0,0.094,1.3,0.7,0.4,8,3,0.727,0.3,0.2,0.5,JL BOURG-EN-BRESSE
122,JARON BLOSSOMGAME,ASM,41,20.4,7.2,2.7,5.7,0.474,0.8,2.5,0.311,1.1,1.8,0.6,0.7,1.8,2.5,0.5,0.3,0.3,0.6,2.0,143,0.56,0.543,138.5,4.6,11.2,8.0,4.2,8.0,0.9,1.7,16.5,-1.1,1.3,113.8,109.6,4.2,164.6,11.2,836.4,F,143,0,0,0,0,0,0,0,26,0,0.107,0.9,0.6,0.3,29,12,0.707,0.8,1.5,2.3,AS MONACO BASKET
123,WILL CHRISTMAS,CSP,11,18.5,7.2,2.5,5.2,0.474,0.1,1.3,0.071,2.2,2.5,0.889,1.3,2.2,3.5,1.6,1.0,0.1,1.3,2.0,76,0.573,0.482,143.4,8.3,15.4,11.7,16.4,16.9,3.0,0.5,19.7,-1.0,1.4,110.8,115.3,-4.5,63.1,15.7,203.9,SG,173,0,0,0,0,0,0,0,24,0,0.148,1.3,0.8,0.5,3,8,0.273,0.2,0.2,0.4,CSP LIMOGES
124,KEVARRIUS HAYES,PAR,35,19.9,7.1,2.9,3.9,0.739,0.0,0.0,0.0,1.2,1.5,0.796,1.8,2.9,4.7,0.6,0.7,0.8,1.3,2.4,41,0.763,0.739,153.5,12.0,18.3,15.2,4.5,21.4,2.0,4.1,13.4,-4.2,1.8,131.1,110.8,20.4,252.0,18.1,696.9,C,152,0,0,0,0,0,0,0,18,0,0.107,0.5,0.6,0.4,26,9,0.743,1.8,1.1,2.9,PARIS BASKETBALL
125,BRANDON JEFFERSON,JLB,22,21.0,7.0,2.3,6.2,0.375,1.4,4.5,0.316,1.0,1.1,0.88,0.4,0.7,1.1,3.1,0.8,0.0,0.8,2.0,127,0.527,0.489,157.1,2.5,4.3,3.4,22.0,10.4,2.0,0.0,16.4,6.2,1.1,120.8,121.5,-0.8,111.4,12.3,461.8,G,196,0,0,0,0,0,0,0,17,0,0.173,4.1,1.0,0.2,11,11,0.5,0.9,0.0,0.9,JL BOURG-EN-BRESSE
126,GAVIN WARE,DIJ,34,14.5,7.0,3.1,5.1,0.594,0.0,0.3,0.111,0.9,1.0,0.853,0.7,2.4,3.1,0.8,0.2,0.2,0.8,2.3,66,0.626,0.597,155.8,6.8,21.4,14.2,10.8,12.8,0.9,1.4,21.5,-1.9,1.4,114.1,114.4,-0.4,155.0,16.4,493.5,PF,79,0,0,0,0,0,0,0,24,0,0.132,1.0,0.3,0.2,16,18,0.471,0.7,0.5,1.2,JDA DIJON BASKET
127,THOMAS CORNELY,GRV,26,18.4,7.0,2.3,4.9,0.465,0.7,1.5,0.425,1.8,2.2,0.807,0.7,1.9,2.6,2.3,1.0,0.0,1.1,2.2,59,0.595,0.531,169.7,4.6,13.5,9.1,23.0,15.5,3.1,0.2,18.5,2.4,1.4,117.4,111.4,6.0,149.9,16.7,478.4,SG,155,0,0,0,0,0,0,0,18,0,0.168,2.1,1.0,0.4,10,16,0.385,0.9,0.7,1.5,BCM GRAVELINES
128,ABDOULAYE N'DOYE,LEM,23,22.0,7.0,2.7,6.0,0.457,0.5,1.7,0.282,1.0,1.5,0.676,1.1,2.5,3.6,3.7,0.6,0.3,1.6,2.8,113,0.523,0.496,141.5,6.1,14.8,10.4,25.5,19.1,1.5,1.6,17.1,4.0,1.2,112.7,114.2,-1.5,149.3,13.2,507.0,PG,100,0,0,0,0,0,0,0,15,0,0.206,2.3,0.4,0.2,12,11,0.522,0.5,0.6,1.1,LE MANS SARTHE BASKET
129,JEFF ROBERSON,STR,30,18.9,6.9,2.5,5.3,0.481,0.6,2.1,0.306,1.2,1.5,0.822,0.9,2.0,2.9,1.2,0.4,0.2,1.3,3.2,150,0.585,0.541,161.0,6.2,14.0,10.2,11.5,17.6,1.1,0.9,18.2,-2.4,1.3,108.7,115.3,-6.5,111.9,10.8,567.0,F,20,1,0,0,0,0,0,0,23,0,0.134,1.0,0.3,0.3,12,18,0.4,0.3,0.5,0.9,STRASBOURG IG
130,VALENTIN CHERY,GRV,29,20.2,6.9,2.6,4.8,0.551,0.0,0.1,0.0,1.7,3.0,0.557,1.7,2.9,4.6,1.4,0.6,0.2,0.9,2.9,80,0.569,0.551,110.8,10.7,18.2,14.5,12.9,12.4,1.5,1.3,16.9,0.3,1.5,117.1,112.4,4.7,172.0,15.2,585.2,PF,159,0,0,0,0,0,0,0,19,0,0.149,1.6,0.6,0.6,12,17,0.414,0.9,0.8,1.7,BCM GRAVELINES
131,MELVIN AJINCA,LYV,30,17.7,6.9,2.4,6.0,0.397,1.6,4.4,0.374,0.5,0.5,1.0,0.4,1.3,1.7,0.6,0.5,0.1,0.7,1.7,151,0.556,0.534,177.1,3.2,9.4,6.3,5.9,9.7,1.6,0.4,18.1,-1.4,1.2,110.8,114.8,-4.0,100.3,10.8,531.0,SF,122,0,0,0,0,0,0,0,20,0,0.101,1.0,0.8,0.1,20,10,0.667,0.4,0.5,0.9,ASVEL BASKET
132,PAUL LACOMBE,N92,29,26.3,6.8,2.6,6.1,0.426,0.5,2.3,0.221,1.1,1.6,0.717,1.0,3.3,4.3,2.9,1.1,0.2,1.8,2.9,164,0.504,0.469,136.4,4.7,18.7,11.1,16.8,21.3,2.2,1.1,15.4,0.4,1.1,99.1,114.3,-15.2,177.3,9.9,762.3,SG,187,0,0,0,0,0,0,0,15,0,0.18,1.6,0.6,0.3,11,18,0.379,-0.4,0.8,0.4,NANTERRE 92
133,SEBASTIAN HERRERA,PAR,28,17.1,6.7,2.1,5.4,0.393,1.7,4.6,0.367,0.8,0.9,0.92,0.2,0.9,1.1,0.9,0.5,0.1,0.8,2.2,153,0.584,0.55,168.1,1.7,6.8,4.3,7.8,11.5,1.4,0.4,17.3,-0.8,1.3,119.4,116.7,2.7,81.1,10.5,480.0,SF,157,0,0,0,0,0,0,0,16,0,0.092,1.2,0.6,0.2,22,6,0.786,0.8,0.4,1.2,PARIS BASKETBALL
134,HUGO INVERNIZZI,STR,27,24.8,6.7,2.1,5.4,0.4,1.4,3.9,0.349,1.0,1.4,0.757,0.6,3.9,4.4,2.0,0.6,0.2,1.0,2.4,152,0.561,0.528,150.6,3.1,20.2,11.9,12.7,13.9,1.4,0.8,13.4,1.4,1.2,114.2,111.5,2.6,168.6,10.7,669.0,GF,54,0,0,0,0,0,0,0,16,0,0.144,2.0,0.7,0.3,12,15,0.444,0.6,1.0,1.6,STRASBOURG IG
135,MATHIEU BOYER,PORT,21,16.4,6.7,2.7,4.9,0.553,0.0,0.0,0.0,1.2,2.1,0.591,1.6,2.7,4.3,0.7,0.3,0.3,1.1,2.8,82,0.572,0.553,114.4,12.8,21.7,17.2,9.3,16.4,1.0,2.2,21.3,-4.2,1.4,106.9,118.4,-11.5,97.3,15.1,345.2,C,49,1,0,0,0,0,0,0,15,0,0.135,0.6,0.3,0.4,5,16,0.238,0.1,0.2,0.3,LE PORTEL
136,ZACHARIE PERRIN,NAN,30,18.7,6.7,2.8,5.0,0.55,0.1,1.1,0.125,1.0,2.5,0.395,1.4,2.9,4.3,1.4,0.1,0.2,1.1,1.9,122,0.542,0.563,106.9,9.5,18.7,14.2,12.1,15.2,0.4,1.3,18.3,-0.9,1.3,107.1,119.4,-12.4,155.8,12.7,560.0,PF,194,0,0,0,0,0,0,0,20,0,0.135,1.3,0.1,0.5,13,17,0.433,0.2,0.2,0.4,NANCY BASKET
137,ALLAN JULIEN DOKOSSI,DIJ,32,17.3,6.5,2.7,4.1,0.656,0.1,0.6,0.167,1.0,2.5,0.407,1.9,3.9,5.8,1.3,0.8,0.5,1.1,2.3,26,0.624,0.668,123.1,14.6,28.5,21.7,13.4,16.9,2.6,3.2,17.6,-0.9,1.6,118.0,107.4,10.6,246.9,19.4,552.1,F,88,0,0,0,0,0,0,0,13,0,0.137,1.3,0.8,0.6,15,17,0.469,1.0,1.1,2.1,JDA DIJON BASKET
138,ANDY VAN VLIET,GRV,11,18.8,6.5,2.2,5.6,0.387,1.8,4.5,0.4,0.3,0.4,0.75,0.8,2.5,3.4,0.9,0.5,0.3,1.6,2.7,174,0.557,0.548,153.7,5.5,16.4,11.1,8.3,22.0,1.6,1.5,18.9,-5.4,1.1,95.3,115.9,-20.7,39.0,8.8,207.2,C,135,0,0,0,0,0,0,0,24,0,0.108,0.6,0.3,0.1,5,6,0.455,-0.2,0.2,-0.1,BCM GRAVELINES
139,MOHAMMAD AMINI,NAN,31,16.8,6.5,2.4,4.2,0.581,0.4,1.1,0.353,1.2,2.1,0.576,0.6,2.3,2.8,1.1,0.8,0.2,0.6,2.2,73,0.633,0.628,151.0,4.4,16.3,10.5,10.4,11.2,2.5,1.2,16.1,0.5,1.6,122.4,115.2,7.2,158.5,15.8,522.0,SG,117,0,0,0,0,0,0,0,14,0,0.114,1.7,1.2,0.5,14,17,0.452,1.0,0.5,1.5,NANCY BASKET
140,YAKUBA OUATTARA,PAR,41,17.2,6.4,2.4,5.6,0.424,1.0,3.0,0.331,0.7,1.0,0.732,0.9,1.4,2.3,1.0,0.4,0.0,0.8,1.3,139,0.534,0.511,148.6,6.9,10.5,8.7,8.6,12.1,1.2,0.3,18.1,-0.9,1.2,113.4,116.1,-2.6,156.6,11.6,704.4,SG,199,0,0,0,0,0,0,0,20,0,0.103,1.2,0.5,0.2,31,10,0.756,0.8,0.6,1.4,PARIS BASKETBALL
141,DAULTON HOMMES,PAR,10,14.8,6.3,1.9,3.8,0.5,1.0,2.5,0.4,1.5,1.7,0.882,0.6,2.8,3.4,0.7,0.2,0.4,0.4,1.8,34,0.693,0.632,178.2,5.1,22.6,14.0,7.4,8.1,0.7,2.8,15.4,0.4,1.7,141.5,106.7,34.8,55.1,18.5,147.7,G,103,0,0,0,0,0,0,0,10,0,0.085,1.8,0.5,0.4,7,3,0.7,0.6,0.3,0.9,PARIS BASKETBALL
142,LUCAS DUSSOULIER,N92,25,20.2,6.3,2.1,4.5,0.46,1.1,3.0,0.373,1.0,1.3,0.758,0.7,2.5,3.2,0.8,0.7,0.2,0.4,2.5,118,0.616,0.584,159.1,4.2,17.9,10.5,6.3,6.6,1.8,1.5,12.6,1.0,1.4,127.5,114.6,12.9,126.9,12.8,505.7,SG,28,1,0,0,0,0,0,0,15,0,0.095,2.3,1.9,0.3,9,16,0.36,1.0,0.5,1.5,NANTERRE 92
143,PETR CORNELIE,ASM,36,15.4,6.3,2.3,4.1,0.551,0.4,1.4,0.32,1.3,1.7,0.774,1.6,2.6,4.3,0.7,0.3,0.4,0.6,1.7,31,0.648,0.605,164.5,13.6,21.1,17.4,7.2,11.7,1.0,2.9,16.8,-1.3,1.5,130.8,107.1,23.8,217.8,18.8,555.2,C,44,1,0,0,0,0,0,0,17,0,0.097,1.0,0.4,0.4,24,12,0.667,1.7,1.2,2.8,AS MONACO BASKET
144,EDWIN JACKSON,LYV,26,17.2,6.1,2.0,4.9,0.409,1.0,2.8,0.37,1.1,1.3,0.848,0.2,1.3,1.5,1.0,0.3,0.1,0.9,2.4,175,0.562,0.516,162.8,1.8,9.3,5.7,9.5,14.5,1.0,0.5,17.4,-1.5,1.3,108.7,113.8,-5.1,63.1,8.6,446.0,SG,76,0,0,0,0,0,0,0,24,0,0.101,1.1,0.3,0.3,19,7,0.731,0.2,0.5,0.7,ASVEL BASKET
145,MOHAMED DIAWARA,CHO,29,19.7,6.1,2.2,5.7,0.396,0.8,2.6,0.32,0.8,1.6,0.511,1.3,1.9,3.2,1.4,0.6,0.1,0.9,2.3,167,0.482,0.47,122.7,8.5,12.4,10.5,10.8,12.8,1.5,0.6,16.9,-0.1,1.1,104.4,110.1,-5.7,115.6,9.6,571.0,PF,127,0,0,0,0,0,0,0,14,0,0.119,1.5,0.6,0.3,19,10,0.655,0.0,0.9,1.0,CHOLET BASKET
146,ROMAN DOMON,GRV,29,17.3,6.1,1.9,4.4,0.433,0.6,2.0,0.281,1.8,2.3,0.761,0.8,2.2,3.0,0.9,0.4,0.1,0.7,1.5,115,0.566,0.496,147.5,5.6,16.3,11.0,9.4,10.8,1.2,0.4,17.0,-0.3,1.4,114.8,114.5,0.4,124.6,12.9,503.0,SF,164,0,0,0,0,0,0,0,23,0,0.104,1.4,0.6,0.5,11,18,0.379,0.6,0.5,1.2,BCM GRAVELINES
147,VAFESSA FOFANA,GRV,30,24.7,6.1,2.3,5.7,0.4,0.8,3.0,0.275,0.7,1.1,0.688,1.1,3.7,4.8,1.2,0.7,0.3,1.3,1.9,172,0.497,0.474,136.2,5.9,18.9,12.5,8.3,17.1,1.5,1.5,14.7,-2.0,1.1,96.5,112.6,-16.1,158.0,9.1,740.0,SF,160,0,0,0,0,0,0,0,15,0,0.128,0.9,0.5,0.2,12,18,0.4,-0.6,1.0,0.4,BCM GRAVELINES
148,MAMADOU GUISSE,CSP,30,16.1,6.1,2.2,4.4,0.496,0.3,0.9,0.286,1.4,2.4,0.592,0.6,1.5,2.1,0.7,0.6,0.2,0.7,1.7,133,0.554,0.526,137.4,4.5,12.2,8.2,8.3,11.8,1.9,1.1,18.6,-1.5,1.4,106.1,115.1,-9.1,102.6,12.0,482.7,F,111,0,0,0,0,0,0,0,14,0,0.104,1.0,0.8,0.5,10,20,0.333,0.1,0.5,0.6,CSP LIMOGES
149,NATHAN DE SOUSA,CHO,29,19.0,6.0,2.0,5.6,0.362,0.6,2.7,0.208,1.4,1.9,0.727,0.4,1.9,2.3,5.1,1.1,0.0,2.0,2.1,121,0.465,0.411,129.7,3.0,12.7,7.8,41.4,23.7,3.2,0.0,20.3,7.1,1.1,102.6,107.9,-5.3,176.4,12.7,550.0,PG,134,0,0,0,0,0,0,0,15,0,0.236,2.5,0.6,0.3,19,10,0.655,-0.1,1.1,0.9,CHOLET BASKET
150,YOHAN CHOUPAS,CHA,34,20.0,5.9,1.8,4.7,0.385,1.0,3.0,0.343,1.3,1.4,0.896,0.4,1.0,1.4,1.2,0.5,0.1,1.0,2.0,180,0.555,0.494,162.4,2.6,6.5,4.6,8.9,15.7,1.4,0.7,15.0,-1.1,1.3,106.8,118.5,-11.7,96.0,8.0,679.0,SG,53,0,0,0,0,0,0,0,18,0,0.098,1.2,0.5,0.3,17,17,0.5,0.2,0.3,0.5,CHALON-SUR-SAONE
151,KHALID MOORE,SQB,32,19.8,5.9,2.1,4.4,0.468,0.5,1.5,0.354,1.3,1.8,0.732,1.4,2.6,4.0,0.9,0.6,0.1,0.9,2.2,124,0.574,0.528,155.4,9.1,18.0,13.4,7.7,14.9,1.8,0.6,14.7,-1.7,1.3,115.8,111.8,4.0,158.0,12.6,632.0,SF,42,1,0,0,0,0,0,0,17,0,0.108,1.0,0.7,0.4,14,18,0.438,0.8,0.9,1.6,SAINT-QUENTIN BASKETBALL
152,DAVID LIGHTY,LYV,35,20.0,5.8,2.1,4.4,0.468,1.0,2.6,0.4,0.6,0.8,0.759,0.5,1.5,2.1,1.5,0.7,0.1,1.0,2.2,154,0.606,0.584,162.6,3.7,9.8,6.8,11.9,16.9,1.8,0.6,13.5,0.2,1.3,115.6,113.8,1.7,142.4,10.4,700.0,SF,91,0,0,0,0,0,0,0,13,0,0.12,1.6,0.7,0.2,24,11,0.686,0.7,0.8,1.5,ASVEL BASKET
153,JOSHUA OBIESIE,DIJ,7,17.7,5.6,1.9,5.9,0.317,0.6,2.0,0.286,1.3,1.3,1.0,0.7,2.0,2.7,0.7,0.4,0.6,1.1,3.0,190,0.434,0.366,160.3,4.9,14.2,9.5,6.5,15.1,1.3,3.5,20.7,-3.7,1.0,85.7,118.1,-32.4,13.9,6.1,124.0,F,72,0,0,0,0,0,0,0,11,0,0.087,0.6,0.4,0.2,2,5,0.286,-0.3,0.0,-0.3,JDA DIJON BASKET
154,VINCENT AMSELLEM,CSP,29,15.7,5.4,2.0,5.4,0.361,0.8,2.8,0.3,0.7,0.9,0.704,0.4,1.2,1.6,2.5,0.5,0.1,1.1,1.2,159,0.462,0.437,136.4,3.2,10.3,6.6,28.3,16.3,1.8,0.5,21.6,3.3,1.0,96.3,116.3,-19.9,105.6,10.2,454.5,G,198,0,0,0,0,0,0,0,17,0,0.158,2.2,0.5,0.2,10,19,0.345,-0.5,0.4,-0.2,CSP LIMOGES
155,DEVIN OLIVER,NAN,20,19.2,5.3,1.8,4.8,0.379,0.7,2.4,0.298,1.0,1.3,0.76,1.0,2.4,3.3,1.5,0.3,0.1,1.3,2.1,183,0.495,0.453,143.7,6.5,14.4,10.6,11.4,19.1,0.7,0.3,16.3,-1.5,1.1,98.8,122.6,-23.8,68.1,7.7,383.0,SF,61,0,0,0,0,0,0,0,15,0,0.108,1.2,0.2,0.3,8,12,0.4,-0.2,0.0,-0.3,NANCY BASKET
156,GEORGE PAPAGIANNIS,ASM,32,17.0,5.3,2.3,4.2,0.541,0.4,1.3,0.3,0.4,0.4,0.923,1.0,2.4,3.4,0.6,0.2,1.5,0.9,2.2,101,0.606,0.586,176.4,7.7,17.7,12.9,6.3,16.8,0.7,9.3,14.8,-2.8,1.3,112.1,102.6,9.5,163.6,14.4,543.0,C,128,0,0,0,0,0,0,0,14,0,0.097,0.7,0.3,0.1,22,10,0.688,0.4,1.5,1.9,AS MONACO BASKET
157,ROBIN DUCOTE,DIJ,31,14.5,5.2,1.9,3.7,0.513,1.1,2.4,0.466,0.3,0.4,0.833,0.1,0.7,0.8,0.4,0.4,0.0,0.4,2.3,161,0.673,0.661,181.2,0.9,6.5,3.8,4.7,9.8,1.4,0.0,14.4,-0.9,1.4,116.5,118.6,-2.0,68.0,10.0,449.6,SG,81,0,0,0,0,0,0,0,14,0,0.079,1.0,0.9,0.1,15,16,0.484,0.5,0.2,0.7,JDA DIJON BASKET
158,LUCAS BEAUFORT,CSP,30,19.7,5.2,2.0,4.6,0.435,0.4,1.1,0.333,0.8,1.1,0.727,0.6,1.9,2.5,3.0,0.9,0.1,1.5,2.2,157,0.508,0.475,149.5,3.7,12.6,8.0,26.2,23.2,2.4,0.7,16.2,2.5,1.1,99.6,114.2,-14.6,140.6,10.3,591.8,SG,68,0,0,0,0,0,0,0,12,0,0.178,2.0,0.6,0.2,10,20,0.333,-0.3,0.6,0.3,CSP LIMOGES
159,DONATAS MOTIEJUNAS,ASM,24,13.8,5.2,2.1,3.4,0.61,0.1,0.5,0.231,0.9,1.3,0.677,0.9,1.7,2.6,1.5,0.4,0.2,1.3,1.7,85,0.648,0.628,151.8,9.6,15.3,12.7,17.8,24.5,1.5,1.3,18.7,-2.2,1.5,113.7,103.8,9.9,100.9,15.0,331.0,C,141,0,0,0,0,0,0,0,17,0,0.114,1.2,0.3,0.4,19,5,0.792,0.4,0.8,1.3,AS MONACO BASKET
160,LOIC SCHWARTZ,SQB,27,18.0,5.1,1.7,4.5,0.369,1.2,3.6,0.34,0.6,0.6,0.941,0.6,1.5,2.1,1.1,0.4,0.1,0.4,2.0,155,0.537,0.504,165.0,4.4,11.7,7.8,10.9,8.5,1.4,0.8,14.0,1.7,1.1,119.2,115.6,3.5,95.4,10.3,484.9,F,150,0,0,0,0,0,0,0,18,0,0.105,2.5,1.0,0.1,10,17,0.37,0.7,0.4,1.1,SAINT-QUENTIN BASKETBALL
161,GAETAN CLERC,ULR,29,21.8,5.1,1.6,4.8,0.336,1.0,3.2,0.301,0.9,1.1,0.818,0.3,1.4,1.7,2.3,0.8,0.0,0.8,2.4,181,0.482,0.436,145.5,2.0,8.4,5.2,19.8,13.0,2.1,0.0,14.4,3.5,1.1,99.0,115.2,-16.2,104.6,8.0,633.0,PG,185,0,0,0,0,0,0,0,16,0,0.157,2.9,1.0,0.2,4,25,0.138,-0.3,0.6,0.3,UNION LA ROCHELLE
162,BANDJA SY,PAR,39,16.4,4.9,1.5,3.3,0.438,0.6,1.9,0.32,1.4,1.9,0.753,1.0,1.5,2.5,0.6,0.4,0.5,0.8,1.8,136,0.595,0.531,151.2,8.1,11.5,9.8,5.4,15.6,1.2,3.2,13.6,-2.0,1.5,120.7,113.8,6.9,146.4,11.8,641.3,F,162,0,0,0,0,0,0,0,13,0,0.065,0.8,0.5,0.6,29,10,0.744,1.0,0.7,1.7,PARIS BASKETBALL
163,JEAN-BAPTISTE MAILLE,STR,30,18.3,4.9,1.6,3.1,0.522,0.5,1.1,0.412,1.2,1.6,0.787,1.6,2.2,3.8,3.5,0.7,0.0,1.7,2.9,89,0.652,0.598,172.1,11.8,15.8,13.9,31.4,31.6,2.2,0.2,14.3,3.4,1.6,119.9,112.6,7.2,192.1,14.8,549.0,G,55,0,0,0,0,0,0,0,9,0,0.182,2.0,0.4,0.5,12,18,0.4,1.1,0.7,1.8,STRASBOURG IG
164,LUCAS HERGOTT,ULR,18,18.6,4.9,1.4,3.0,0.463,0.1,0.5,0.222,2.0,2.8,0.706,0.4,1.8,2.2,2.3,0.8,0.0,1.2,2.1,141,0.576,0.481,139.1,3.1,12.9,8.0,23.4,21.6,2.5,0.0,15.3,2.0,1.6,106.5,113.7,-7.2,76.9,11.4,334.0,F,93,0,0,0,0,0,0,0,14,0,0.147,2.0,0.7,0.9,2,16,0.111,0.1,0.3,0.5,UNION LA ROCHELLE
165,MAREK KLASSEN,PORT,12,15.1,4.8,1.3,4.0,0.333,0.8,2.6,0.323,1.3,1.8,0.727,0.1,1.0,1.1,2.8,1.2,0.1,1.8,2.0,160,0.503,0.438,138.3,0.7,9.5,4.9,33.5,27.6,4.3,0.6,21.5,0.0,1.2,91.8,120.3,-28.5,37.8,10.1,181.7,G,156,0,0,0,0,0,0,0,13,0,0.162,1.5,0.6,0.5,3,9,0.25,-0.4,0.0,-0.3,LE PORTEL
166,TERRY TARPEY,ASM,39,16.3,4.8,1.7,3.8,0.456,0.8,2.3,0.344,0.5,0.6,0.76,0.9,2.5,3.5,0.9,1.0,0.2,0.7,2.0,100,0.581,0.56,156.1,7.8,19.1,13.7,8.8,14.4,3.5,1.5,14.2,-0.6,1.2,116.5,100.4,16.1,192.9,14.5,634.3,G,138,0,0,0,0,0,0,0,16,0,0.088,1.3,1.5,0.2,29,10,0.744,0.7,1.9,2.7,AS MONACO BASKET
