#_prom,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
88,JOEL-SADU AMINU,RAS,32,26.2,9.2,2.8,7.8,0.355,1.7,4.8,0.357,1.9,2.3,0.838,0.8,2.3,3.1,1.6,1.1,0.1,1.1,3.1,157,0.52,0.464,155.0,3.3,10.3,6.8,10.5,11.0,2.2,0.4,17.5,-0.1,1.2,109.2,109.9,-0.6,162.5,11.4,839.3,GF,77,0,0,0,0,0,0,0,19,0,0.159,1.5,1.0,0.3,16,16,0.5,0.8,1.0,1.9,SC RASTA VECHTA
89,TILL PAPE,TBB,31,21.2,9.2,3.1,6.3,0.495,0.9,2.4,0.37,2.1,2.5,0.868,1.4,2.2,3.6,0.8,0.4,0.1,0.9,2.1,71,0.627,0.564,173.3,7.7,12.3,10.0,6.7,11.0,1.0,0.6,17.5,-1.7,1.5,125.5,113.5,12.0,187.8,15.9,656.6,F,34,1,0,0,0,0,0,0,22,0,0.137,0.9,0.5,0.4,13,18,0.419,2.0,0.5,2.4,TELEKOM BASKETS BONN
90,DEANDRE LANSDOWNE,BVC,35,26.1,9.1,3.5,7.7,0.457,0.9,2.5,0.341,1.2,2.0,0.6,0.7,2.2,2.9,4.3,0.8,0.1,2.6,3.2,161,0.53,0.513,139.8,3.1,10.3,6.8,28.6,23.1,1.6,0.5,19.7,1.2,1.2,101.1,114.2,-13.1,208.3,11.0,914.5,G,192,0,0,0,0,0,0,0,28,0,0.272,1.7,0.3,0.3,18,17,0.514,0.0,0.6,0.6,BV CHEMNITZ 99
91,HANNES STEINBACH,OLI,41,20.6,9.1,3.5,5.7,0.618,0.1,0.5,0.316,1.9,3.0,0.634,2.6,4.2,6.9,1.0,0.6,1.0,1.0,1.5,1,0.648,0.631,156.8,15.5,25.8,20.6,9.5,13.0,1.5,5.6,18.0,-1.8,1.6,129.5,106.7,22.8,419.6,23.9,843.8,F,3,9,0,0,0,0,0,0,20,0,0.162,1.0,0.5,0.5,22,19,0.537,3.2,1.4,4.6,S.OLIVER BASKETS
92,RIHARDS LOMAZS,TBB,16,21.7,9.1,2.5,7.6,0.331,1.2,3.8,0.311,2.9,3.6,0.807,0.6,1.4,1.9,2.4,0.8,0.1,1.8,2.8,171,0.496,0.409,144.9,2.9,7.4,5.1,18.8,16.1,1.8,0.3,22.3,-0.7,1.2,101.3,111.5,-10.2,59.4,10.4,347.1,SF,146,0,0,0,0,0,0,0,24,0,0.175,1.4,0.4,0.5,6,10,0.375,0.0,0.3,0.4,TELEKOM BASKETS BONN
93,JACOB PATRICK,LUD,17,23.1,9.1,3.2,8.7,0.365,1.9,6.2,0.302,0.8,0.9,0.875,1.1,1.0,2.1,0.6,1.1,0.3,0.4,3.2,139,0.497,0.473,154.2,4.9,5.7,5.3,5.1,3.7,2.6,1.6,18.2,0.2,1.0,111.1,101.5,9.6,69.8,12.4,392.1,F,201,0,0,0,0,0,0,0,14,0,0.148,1.7,3.2,0.1,6,11,0.353,0.5,0.9,1.4,MHP RIESEN LUDWIGSBURG
94,JIMMY BOEHEIM JR.,GOE,31,21.3,9.0,3.4,7.3,0.462,0.3,1.5,0.17,2.0,2.6,0.788,1.2,2.0,3.2,1.2,0.3,0.2,0.9,1.9,123,0.536,0.48,142.0,6.4,11.7,8.9,10.3,10.0,0.7,0.7,19.4,-0.7,1.2,110.0,122.8,-12.8,156.8,13.1,661.3,,44,1,0,0,0,0,0,0,22,0,0.165,1.2,0.3,0.4,3,28,0.097,0.8,-0.4,0.4,BG GOETTINGEN
95,MATHIS DOSSOU YOVO,EWE,13,17.1,9.0,3.7,6.3,0.585,0.0,0.2,0.0,1.6,2.8,0.583,2.2,3.2,5.4,0.5,0.5,0.2,0.8,1.7,9,0.598,0.585,116.9,16.1,22.7,19.4,5.0,9.3,1.7,1.0,21.4,-2.6,1.4,121.9,114.4,7.4,95.8,21.7,222.9,PF,162,0,0,0,0,0,0,0,17,0,0.137,0.6,0.7,0.4,5,8,0.385,0.7,0.1,0.8,EWE BASKETS OLDENBURG
96,EDDY EDIGIN,BC,17,20.3,8.9,3.3,5.6,0.589,0.1,0.5,0.25,2.2,2.6,0.822,2.2,3.8,6.1,0.8,0.6,0.6,1.6,3.6,31,0.658,0.6,166.2,15.5,25.6,20.6,6.6,19.6,1.6,3.5,20.1,-5.8,1.6,119.3,114.5,4.8,125.1,18.7,344.9,F,35,1,0,0,0,0,0,0,18,0,0.139,0.5,0.4,0.5,8,9,0.471,0.9,0.2,1.1,MITTELDEUTSCHER BC
97,EINARAS TUBUTIS,FRA,25,25.9,8.9,3.5,6.1,0.575,0.6,1.8,0.311,1.3,2.0,0.653,2.2,4.6,6.8,1.4,0.9,1.2,0.9,2.3,28,0.636,0.621,153.9,11.6,22.9,17.5,10.3,11.6,1.9,5.0,14.8,0.2,1.5,128.5,108.8,19.7,264.1,19.4,648.4,PF,53,1,0,0,0,0,0,1,17,0,0.181,1.6,1.0,0.3,6,19,0.24,1.9,0.9,2.8,FRAPORT SKYLINERS
98,NIELS GIFFEY,BAY,38,19.3,8.8,2.9,5.7,0.521,1.1,2.6,0.42,1.8,2.1,0.864,0.6,2.2,2.9,0.9,0.8,0.1,1.2,2.0,52,0.67,0.619,180.5,4.2,14.4,9.4,8.9,15.2,2.2,0.5,19.1,-3.0,1.6,120.5,103.3,17.2,216.6,16.8,734.0,GF,194,0,0,0,0,0,0,0,22,0,0.14,0.8,0.7,0.4,28,10,0.737,1.8,1.6,3.4,BAYERN MUNICH
99,YORMAN POLAS,LUD,23,26.5,8.8,2.9,8.3,0.349,1.0,3.7,0.267,2.0,3.0,0.667,2.1,2.9,5.0,0.8,1.1,0.1,1.7,2.9,180,0.456,0.409,128.3,8.1,14.6,10.9,5.5,14.9,2.2,0.4,18.9,-4.5,1.1,94.0,99.5,-5.5,104.6,9.7,608.4,SF,57,1,0,0,0,0,0,0,19,0,0.142,0.5,0.6,0.4,11,12,0.478,-0.5,1.6,1.1,MHP RIESEN LUDWIGSBURG
100,DEION HAMMOND,GOE,32,20.3,8.8,2.7,8.6,0.314,1.5,5.3,0.275,1.9,2.3,0.824,0.4,1.7,2.1,1.1,1.0,0.1,1.1,2.7,184,0.457,0.4,141.3,2.4,10.2,6.1,10.0,10.2,2.4,0.4,23.3,-1.6,1.0,93.7,120.0,-26.3,92.0,9.3,649.6,G,79,0,0,0,0,0,0,0,30,0,0.139,1.0,0.9,0.3,3,29,0.094,-0.7,-0.1,-0.9,BG GOETTINGEN
101,ELI BROOKS,EWE,16,17.2,8.8,2.9,7.1,0.416,0.7,3.0,0.229,2.2,2.7,0.814,0.6,1.3,1.9,2.8,0.4,0.0,1.8,1.6,112,0.531,0.465,145.9,4.0,9.3,6.6,24.9,17.5,1.1,0.0,25.2,0.5,1.2,107.8,118.6,-10.8,72.9,13.8,275.4,G,185,0,0,0,0,0,0,0,20,0,0.172,1.6,0.2,0.4,11,5,0.688,0.3,0.0,0.3,EWE BASKETS OLDENBURG
102,MACIO TEAGUE,BRO,9,22.7,8.7,3.2,7.9,0.408,1.0,3.6,0.281,1.2,1.6,0.786,0.9,2.7,3.6,1.3,1.2,0.1,0.8,1.9,113,0.505,0.472,147.5,4.7,13.6,9.2,9.9,8.3,2.9,0.5,18.6,0.5,1.1,110.0,107.9,2.1,54.0,13.8,204.7,PG,159,0,0,0,0,0,0,0,16,0,0.155,1.7,1.6,0.2,4,5,0.444,0.2,0.3,0.5,BROSE BASKETS BAMBERG
103,WILL CHRISTMAS,BVC,18,23.0,8.7,3.0,6.6,0.458,0.6,2.2,0.275,2.1,2.9,0.698,1.4,2.9,4.3,2.3,0.7,0.3,2.2,2.8,118,0.552,0.504,143.1,7.7,15.1,11.5,17.7,21.6,1.7,1.3,20.5,-2.8,1.3,103.2,106.6,-3.4,107.4,13.4,414.6,SG,179,0,0,0,0,0,0,0,17,0,0.192,1.1,0.3,0.4,10,8,0.556,0.2,0.7,0.8,BV CHEMNITZ 99
104,FERDINAND ZYLKA,BLB,30,21.1,8.6,2.9,7.7,0.377,1.3,4.8,0.278,1.4,1.7,0.843,0.5,2.5,3.0,1.1,0.7,0.0,1.5,2.4,178,0.507,0.463,149.8,3.0,13.7,8.5,9.3,15.4,1.8,0.2,21.8,-3.7,1.1,97.9,108.2,-10.2,109.1,9.9,632.3,G,87,0,0,0,0,0,0,0,24,0,0.141,0.7,0.5,0.2,19,11,0.633,-0.3,0.9,0.7,BASKETBALL LOWEN BRAUNSCHWEIG
105,NELSON WEIDEMANN,RUL,43,17.7,8.5,3.0,6.4,0.464,1.6,3.8,0.415,1.0,1.3,0.8,0.4,1.2,1.7,1.9,0.5,0.0,1.7,2.6,114,0.614,0.588,167.8,3.0,8.6,5.8,19.0,19.7,1.6,0.1,22.4,-2.4,1.3,110.6,108.7,1.9,175.6,13.7,762.3,G,188,0,0,0,0,0,0,0,19,0,0.165,1.1,0.3,0.2,30,13,0.698,1.2,1.0,2.2,RATIOPHARM ULM
106,CHUBA OHAMS,GOE,14,27.1,8.5,3.4,6.6,0.516,0.1,0.6,0.125,1.6,2.9,0.537,1.6,7.0,8.6,1.4,1.4,0.4,2.4,2.6,138,0.536,0.522,117.8,6.9,29.1,18.0,9.1,22.9,2.5,1.4,16.7,-5.0,1.3,93.1,110.0,-16.8,123.4,12.4,379.2,PF,8,5,0,0,0,0,0,0,15,0,0.177,0.6,0.6,0.4,2,12,0.143,-0.4,0.5,0.1,BG GOETTINGEN
107,ISAIAH ROBY,RUL,15,21.3,8.5,3.1,5.9,0.523,0.7,1.4,0.524,1.6,2.1,0.75,1.4,3.1,4.5,1.1,1.1,0.6,2.3,2.1,88,0.622,0.585,179.7,8.6,17.4,13.3,8.7,25.0,2.8,2.9,19.6,-7.0,1.4,104.5,102.4,2.1,98.8,15.2,319.5,SF,84,0,0,0,0,0,0,0,19,0,0.139,0.5,0.5,0.4,10,5,0.667,0.2,0.7,0.9,RATIOPHARM ULM
108,KAMAKA HEPA,FRA,20,22.5,8.5,2.7,6.4,0.422,1.6,3.9,0.41,1.5,1.8,0.806,1.4,2.9,4.3,0.8,0.5,0.3,1.3,2.8,140,0.587,0.547,163.8,8.1,15.3,11.9,6.9,15.3,1.1,1.2,18.1,-3.5,1.3,109.5,110.8,-1.3,106.0,12.3,450.7,PF,208,0,0,0,0,0,0,0,15,0,0.136,0.6,0.3,0.3,5,15,0.25,0.5,0.5,1.0,FRAPORT SKYLINERS
109,MARCIO SANTOS,RUL,44,17.7,8.4,2.9,5.5,0.523,0.7,2.3,0.314,1.9,2.8,0.677,1.2,2.4,3.6,1.1,0.8,0.3,1.8,3.3,75,0.623,0.589,151.4,8.5,16.9,12.7,10.5,20.7,2.2,2.0,21.9,-5.8,1.5,109.7,103.3,6.5,216.5,15.7,780.2,FC,88,0,0,0,0,0,0,0,23,0,0.133,0.6,0.4,0.5,31,13,0.705,1.1,1.7,2.7,RATIOPHARM ULM
110,JUSTIN ROBINSON,RAS,3,22.5,8.3,3.3,8.0,0.417,1.7,4.3,0.385,0.0,0.0,0.0,0.7,1.0,1.7,3.7,0.0,0.0,3.7,1.7,208,0.521,0.521,80.1,3.9,5.0,4.5,28.1,31.4,0.0,0.0,24.2,-5.2,1.0,87.1,113.4,-26.3,8.8,6.3,67.5,G,104,0,0,0,0,0,0,0,16,0,0.239,1.0,0.0,0.0,1,2,0.333,-0.2,0.0,-0.1,SC RASTA VECHTA
111,MALTE DELOW,BER,29,21.0,8.2,3.0,6.9,0.437,1.3,3.5,0.376,0.9,1.1,0.871,0.8,2.2,3.0,1.4,1.0,0.3,1.4,2.5,129,0.562,0.533,168.4,4.9,13.2,9.1,11.4,16.2,2.6,1.6,19.0,-2.1,1.2,107.8,103.8,3.9,152.9,13.0,607.8,GF,92,0,0,0,0,0,0,0,18,0,0.147,1.0,0.7,0.2,16,13,0.552,0.5,1.3,1.8,ALBA BERLIN
112,MARCUS DOMASK,FRA,13,27.5,8.2,2.8,7.5,0.371,1.0,3.2,0.317,1.7,2.0,0.846,0.4,3.1,3.5,2.9,0.5,0.3,2.7,2.2,200,0.493,0.438,153.4,1.9,13.4,8.0,19.8,24.4,1.1,1.3,19.5,-2.8,1.1,89.2,113.0,-23.8,59.0,7.5,357.5,SF,111,0,0,0,0,0,0,0,18,0,0.219,1.1,0.2,0.3,3,10,0.231,-0.6,0.3,-0.3,FRAPORT SKYLINERS
113,DEANE WILLIAMS,LUD,10,17.0,8.2,2.7,6.7,0.403,1.1,4.0,0.275,1.7,2.7,0.63,1.8,1.9,3.7,0.5,0.1,0.1,0.9,1.9,83,0.52,0.485,130.8,10.9,15.8,13.0,6.1,10.2,0.3,0.8,22.9,-3.4,1.2,111.7,102.3,9.4,42.4,15.5,169.9,FC,97,0,0,0,0,0,0,0,21,0,0.125,0.6,0.1,0.4,5,5,0.5,0.3,0.4,0.7,MHP RIESEN LUDWIGSBURG
114,DAVID MUENKAT,FRA,28,26.7,8.1,2.9,6.8,0.432,1.3,3.3,0.398,1.0,1.5,0.628,1.3,4.9,6.3,1.1,0.9,0.4,1.4,2.8,147,0.546,0.529,145.7,6.8,23.3,15.4,7.2,15.7,1.9,1.8,16.2,-2.6,1.2,103.5,107.7,-4.3,199.4,12.3,747.8,GF,24,2,0,0,0,0,0,0,23,0,0.147,0.8,0.7,0.2,7,21,0.25,0.2,1.1,1.4,FRAPORT SKYLINERS
115,DAVID MCCORMACK,BER,25,16.6,8.1,3.2,5.6,0.579,0.0,0.0,0.0,1.6,2.2,0.741,2.0,3.2,5.2,1.4,0.8,0.4,1.9,2.3,23,0.617,0.579,131.9,15.7,23.5,19.7,15.0,22.3,2.4,2.7,23.2,-5.8,1.4,110.6,100.8,9.7,172.5,19.9,414.0,C,48,1,0,0,0,0,0,0,21,0,0.153,0.7,0.4,0.4,14,11,0.56,0.7,1.0,1.7,ALBA BERLIN
116,ZACH ENSMINGER,GOE,16,19.9,8.0,2.9,6.9,0.414,0.9,2.9,0.298,1.4,1.4,0.957,0.8,2.1,2.9,1.8,1.1,0.0,1.3,2.3,108,0.528,0.477,166.9,4.5,14.7,9.0,16.7,14.2,3.0,0.0,19.8,-0.2,1.2,105.4,122.6,-17.2,83.6,14.1,317.7,PG,145,0,0,0,0,0,0,0,16,0,0.169,1.5,0.9,0.2,1,15,0.063,0.2,-0.2,0.0,BG GOETTINGEN
117,GODWIN EKENE OMENAKA,ROST,14,19.3,7.9,3.6,5.1,0.694,0.1,0.3,0.25,0.7,0.9,0.769,2.1,3.8,5.9,0.1,0.4,0.7,1.1,2.7,21,0.714,0.701,171.4,14.0,23.1,18.8,1.4,17.1,1.0,4.0,16.6,-5.6,1.5,125.9,103.8,22.2,102.9,19.9,270.3,C,66,0,0,0,0,0,0,0,19,0,0.131,0.1,0.3,0.2,7,7,0.5,0.8,0.5,1.4,ROSTOCK SEAWOLVES
118,JOHANN GRUENLOH,RAS,29,22.5,7.9,2.4,5.3,0.461,0.9,2.6,0.342,2.1,2.9,0.723,1.9,3.7,5.6,0.5,0.3,1.5,1.0,3.0,73,0.598,0.545,152.6,9.8,19.3,14.5,4.0,13.2,0.7,6.8,15.5,-2.9,1.5,119.7,106.0,13.7,210.6,15.8,651.8,C,33,2,0,0,0,0,0,1,20,0,0.109,0.5,0.3,0.5,14,15,0.483,1.4,1.1,2.5,SC RASTA VECHTA
119,NIKLAS WIMBERG,HAM,26,24.3,7.8,2.8,7.2,0.396,1.2,4.3,0.27,1.0,1.1,0.862,1.1,2.8,3.9,2.2,0.5,0.3,1.6,2.0,173,0.508,0.476,152.8,5.8,13.6,9.8,15.3,17.4,1.1,1.4,17.5,-0.6,1.1,101.8,111.1,-9.3,144.9,10.4,632.2,SF,61,1,0,0,0,0,0,0,19,0,0.177,1.4,0.3,0.2,13,13,0.5,0.1,0.7,0.7,VEOLIA TOWERS HAMBURG
120,MIKE BOTHWELL,RAS,27,22.3,7.7,2.7,7.7,0.353,0.5,2.5,0.206,1.7,2.2,0.797,0.1,1.4,1.6,2.9,0.7,0.0,1.4,2.1,188,0.444,0.386,135.5,0.8,7.4,4.1,23.2,14.3,1.7,0.0,20.7,2.3,1.0,96.2,112.7,-16.5,93.1,9.1,602.7,G,78,0,0,0,0,0,0,0,17,0,0.205,2.0,0.5,0.3,14,13,0.519,-0.4,0.5,0.1,SC RASTA VECHTA
121,TIM SCHNEIDER,BER,33,19.8,7.7,2.8,6.2,0.458,1.1,3.4,0.327,0.9,1.8,0.5,1.2,2.9,4.1,0.7,0.9,0.3,0.8,1.7,95,0.551,0.549,128.6,7.9,18.2,13.1,5.8,10.2,2.5,2.0,17.8,-1.6,1.2,112.2,102.9,9.2,200.8,14.9,654.3,C,45,1,0,0,0,0,0,0,20,0,0.117,0.9,1.2,0.3,18,15,0.545,0.9,1.4,2.3,ALBA BERLIN
122,MATEO SERIC,MLP,29,19.9,7.7,2.6,6.5,0.404,0.8,1.9,0.411,1.6,1.9,0.839,1.0,1.9,2.9,1.1,0.6,0.0,1.4,2.4,163,0.522,0.465,165.4,6.0,12.1,9.0,9.6,15.8,1.7,0.0,20.6,-3.3,1.2,101.3,109.3,-7.9,105.0,11.0,577.6,PF,172,0,0,0,0,0,1,0,16,0,0.131,0.8,0.5,0.3,17,12,0.586,0.0,0.8,0.8,MLP ACADEMICS HEIDELBERG
123,BODIE HUME,TBB,30,21.7,7.6,2.5,6.5,0.383,1.6,4.7,0.338,1.0,1.7,0.58,1.0,2.5,3.5,0.9,0.7,0.5,1.1,2.6,167,0.521,0.505,130.1,5.2,13.4,9.3,6.8,13.5,1.6,2.4,17.4,-2.4,1.2,103.4,110.5,-7.1,137.0,10.7,651.8,PF,73,0,0,0,0,0,0,0,21,0,0.117,0.8,0.6,0.3,13,17,0.433,0.2,0.7,0.9,TELEKOM BASKETS BONN
124,ED CROSWELL,FRA,6,18.2,7.5,3.0,4.8,0.621,0.0,0.0,0.0,1.5,2.8,0.529,0.8,1.8,2.7,1.2,0.7,0.3,1.5,2.3,94,0.617,0.621,115.0,6.5,13.6,10.2,11.2,19.8,2.0,2.0,20.8,-4.0,1.6,107.8,106.4,1.3,27.1,14.9,109.5,FC,100,0,0,0,0,0,0,0,11,0,0.138,0.8,0.4,0.6,2,4,0.333,0.1,0.2,0.3,FRAPORT SKYLINERS
125,JARRED GODFREY,GOE,6,23.1,7.5,2.7,8.0,0.333,1.2,4.3,0.269,1.0,1.5,0.667,1.0,1.2,2.2,2.7,0.5,0.2,1.7,1.8,195,0.433,0.406,126.9,4.5,7.6,5.8,21.0,16.1,1.1,0.7,20.1,0.5,0.9,90.3,129.5,-39.1,21.4,7.8,138.6,G,126,0,0,0,0,0,0,0,17,0,0.201,1.6,0.3,0.2,0,6,0.0,-0.2,-0.2,-0.4,BG GOETTINGEN
126,SETH HINRICHS,EWE,30,20.7,7.4,2.7,5.1,0.526,0.5,1.3,0.395,1.6,2.0,0.783,1.4,3.1,4.5,2.0,0.7,0.0,1.1,2.2,87,0.622,0.576,170.4,8.3,18.4,13.4,15.0,16.0,1.7,0.0,15.0,0.8,1.5,124.1,114.1,10.0,208.3,15.2,620.5,SG,174,0,0,0,0,0,0,0,23,0,0.151,1.7,0.6,0.4,16,14,0.533,1.6,0.4,2.0,EWE BASKETS OLDENBURG
127,OSUN OSUNNIYI,MLP,28,24.3,7.4,2.8,3.8,0.729,0.1,0.3,0.444,1.6,2.1,0.767,2.0,3.8,5.8,1.0,0.7,1.3,1.2,2.9,47,0.772,0.748,194.0,10.3,19.2,14.9,6.7,19.8,1.5,6.1,11.6,-2.2,1.9,134.6,104.8,29.8,247.8,17.3,680.6,C,29,2,0,0,0,0,0,0,23,0,0.133,0.8,0.6,0.6,16,12,0.571,2.0,1.3,3.3,MLP ACADEMICS HEIDELBERG
128,GABRIELE PROCIDA,BER,21,18.0,7.3,2.3,6.0,0.386,0.9,3.2,0.279,1.8,2.5,0.698,0.6,1.4,2.0,0.9,0.9,0.2,0.8,1.8,141,0.512,0.461,136.3,4.3,9.9,7.1,8.5,10.2,2.7,1.2,20.1,-1.1,1.2,107.9,105.1,2.9,80.1,12.3,377.1,SG,114,0,0,0,0,0,0,0,17,0,0.112,1.1,1.1,0.4,11,10,0.524,0.3,0.7,1.1,ALBA BERLIN
129,MARCUS SHAVER JR.,GOE,19,17.2,7.3,2.2,6.4,0.336,0.5,2.2,0.244,2.5,3.3,0.746,0.3,1.6,1.9,2.8,0.5,0.0,1.3,3.3,172,0.464,0.377,132.6,2.1,10.8,6.3,28.8,13.8,1.5,0.0,23.3,3.2,1.1,99.2,118.0,-18.8,60.4,10.4,327.6,,165,0,0,0,0,0,0,0,17,0,0.181,2.2,0.4,0.5,2,17,0.105,-0.1,0.0,-0.1,BG GOETTINGEN
130,KENNETH OGBE,HAM,28,20.7,7.2,2.5,5.9,0.416,1.1,3.3,0.341,1.1,1.8,0.64,1.0,1.9,2.8,0.6,0.7,0.1,0.7,1.7,160,0.535,0.509,139.6,5.9,10.6,8.3,4.7,9.2,1.7,0.4,16.4,-1.4,1.2,109.3,111.6,-2.3,117.8,11.2,580.6,GF,222,0,0,0,0,0,0,0,16,0,0.108,0.8,1.0,0.3,12,16,0.429,0.5,0.6,1.1,VEOLIA TOWERS HAMBURG
131,LOUIS OLINDE,BER,21,17.5,7.0,2.2,4.9,0.456,0.7,2.6,0.255,1.9,2.5,0.75,1.0,1.9,2.8,0.8,0.4,0.5,1.1,2.0,119,0.584,0.524,146.1,7.1,13.0,10.2,7.1,16.0,1.3,3.4,18.7,-3.4,1.4,112.4,108.4,4.0,91.5,13.3,366.8,SF,125,0,0,0,0,0,0,0,14,0,0.097,0.7,0.4,0.5,12,9,0.571,0.5,0.5,1.1,ALBA BERLIN
132,TYRESE WILLIAMS,OLI,13,18.6,7.0,2.4,7.2,0.33,1.6,5.2,0.309,0.6,0.8,0.727,0.3,1.6,1.9,0.7,0.6,0.0,1.4,2.4,209,0.46,0.441,136.6,2.1,11.1,6.5,6.5,15.4,1.8,0.0,22.2,-5.1,1.0,90.8,117.4,-26.6,19.6,6.2,241.9,F,129,0,0,0,0,0,0,0,16,0,0.109,0.5,0.4,0.1,6,7,0.462,-0.3,0.0,-0.3,S.OLIVER BASKETS
133,OSCAR DA SILVA,BAY,15,19.5,6.8,2.7,5.2,0.526,0.1,1.3,0.05,1.3,1.7,0.731,1.6,2.9,4.5,0.9,0.6,0.7,1.2,1.3,80,0.57,0.532,130.6,10.2,18.5,14.4,9.0,16.8,1.7,4.3,17.2,-3.0,1.3,109.4,102.9,6.4,96.0,15.5,292.9,SF,184,0,0,0,0,0,0,0,19,0,0.135,0.8,0.5,0.3,10,5,0.667,0.3,0.6,0.9,BAYERN MUNICH
134,MORITZ KRIMMER,BRO,32,19.7,6.8,2.2,4.7,0.47,0.7,2.2,0.329,1.6,1.8,0.881,1.4,2.7,4.1,0.4,0.5,0.5,0.4,2.8,101,0.613,0.546,168.0,8.3,16.0,12.2,3.0,6.4,1.3,2.6,13.7,-0.6,1.4,130.7,112.6,18.1,177.4,14.6,632.0,F,130,0,0,0,0,0,0,0,17,0,0.086,1.0,1.3,0.4,12,20,0.375,1.8,0.5,2.3,BROSE BASKETS BAMBERG
135,JOHANNES VOIGTMANN,BAY,35,18.9,6.8,2.3,5.2,0.451,0.8,2.5,0.326,1.3,1.7,0.75,1.7,3.7,5.4,2.2,0.7,0.3,1.3,1.8,42,0.569,0.527,152.6,11.3,24.1,17.8,20.5,17.8,1.9,2.0,18.2,1.0,1.3,117.1,101.0,16.1,267.5,17.7,663.2,C,14,3,0,0,0,0,0,0,15,0,0.163,1.7,0.5,0.3,25,10,0.714,1.5,1.6,3.1,BAYERN MUNICH
136,CHAVARES FLANIGAN,BLB,36,23.9,6.8,2.7,5.4,0.503,0.3,1.3,0.239,1.0,1.3,0.783,1.3,1.8,3.0,1.6,1.7,0.1,0.6,2.1,106,0.564,0.531,152.4,6.5,8.7,7.6,11.2,8.9,3.7,0.2,12.5,2.1,1.2,124.1,106.3,17.8,235.3,14.4,861.7,F,209,0,0,0,0,0,2,0,15,0,0.15,2.8,2.9,0.2,22,14,0.611,1.8,1.5,3.3,BASKETBALL LOWEN BRAUNSCHWEIG
137,NICK WEILER-BABB,BAY,32,25.4,6.7,2.2,5.8,0.386,1.3,3.7,0.368,0.9,1.2,0.737,0.9,3.6,4.5,5.2,1.7,0.1,1.5,2.3,62,0.531,0.503,149.0,4.6,17.3,11.1,35.0,19.3,3.7,0.3,14.6,8.1,1.2,119.3,98.5,20.8,314.3,16.3,813.7,F,54,1,0,0,0,0,0,0,19,0,0.274,3.5,1.1,0.2,24,8,0.75,1.8,2.3,4.1,BAYERN MUNICH
138,MARCEL KESSEN,MLP,38,17.0,6.5,2.6,5.3,0.49,0.5,1.6,0.305,0.8,1.1,0.732,1.3,2.1,3.3,0.7,0.4,0.1,1.1,2.2,136,0.559,0.535,152.7,9.2,15.2,12.2,7.7,16.3,1.2,0.4,19.1,-3.8,1.2,105.6,111.0,-5.4,146.9,12.5,647.8,FC,27,2,0,0,0,0,0,0,18,0,0.116,0.7,0.3,0.2,21,17,0.553,0.4,0.7,1.1,MLP ACADEMICS HEIDELBERG
139,KELLAN GRADY,LUD,13,19.0,6.5,2.4,5.8,0.413,0.4,2.2,0.179,1.3,1.8,0.708,0.8,1.4,2.2,1.0,1.2,0.0,0.8,2.0,146,0.491,0.447,130.0,4.9,10.3,7.3,9.5,10.5,3.3,0.0,17.4,-0.5,1.1,105.6,97.6,7.9,48.3,12.3,246.5,PG,223,0,0,0,0,0,0,0,18,0,0.125,1.3,1.5,0.3,7,6,0.538,0.2,0.7,0.9,MHP RIESEN LUDWIGSBURG
140,AIGARS SKELE,ROST,10,23.0,6.4,2.6,6.2,0.419,0.3,0.8,0.375,0.9,1.7,0.529,0.5,2.3,2.8,4.7,0.6,0.1,2.3,2.1,174,0.461,0.444,132.4,2.8,11.5,7.4,35.6,24.9,1.5,0.5,19.4,3.8,1.0,95.3,108.9,-13.6,53.9,10.3,230.4,G,135,0,0,0,0,0,0,0,20,0,0.263,2.0,0.3,0.3,3,7,0.3,-0.2,0.3,0.1,ROSTOCK SEAWOLVES
141,OWEN KLASSEN,OLI,27,21.9,6.4,2.3,4.1,0.564,0.0,0.0,0.0,1.8,3.5,0.511,3.0,3.7,6.7,1.7,0.9,0.4,1.5,3.1,63,0.568,0.564,107.4,17.2,21.6,19.4,12.7,20.9,2.1,2.6,14.8,-1.7,1.6,115.1,106.7,8.4,209.8,16.3,591.0,C,36,1,0,0,0,0,0,0,19,0,0.14,1.1,0.6,0.9,15,12,0.556,1.0,1.0,2.0,S.OLIVER BASKETS
142,NELSON PHILLIPS,OLI,25,20.4,6.4,2.5,6.7,0.371,0.7,3.0,0.224,0.7,1.0,0.72,1.4,2.6,4.0,1.3,0.9,0.3,1.2,0.9,152,0.447,0.422,131.5,8.2,16.0,12.0,11.3,14.4,2.5,1.8,18.9,-1.7,1.0,96.7,107.0,-10.3,130.4,12.0,510.1,SG,149,0,0,0,0,0,0,0,16,0,0.137,1.1,0.8,0.1,15,10,0.6,-0.3,0.8,0.5,S.OLIVER BASKETS
