#_prom,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
143,OGNJEN RADOSIC,IGO,13,13.3,5.9,2.3,4.3,0.536,0.8,2.1,0.37,0.5,0.8,0.636,0.2,1.2,1.4,0.5,1.0,0.1,0.8,1.7,73,0.633,0.625,154.2,2.4,10.7,6.8,6.1,14.1,4.1,0.6,19.8,-3.4,1.4,110.1,108.8,1.2,44.1,16.0,173.0,F,116,0,0,0,0,0,0,0,20,0,0.093,0.6,1.3,0.2,6,7,0.462,0.1,0.3,0.4,BC IGOEKA
144,MARIO NAKIC,PAR,19,16.8,5.7,2.3,4.4,0.524,0.8,2.1,0.41,0.3,0.4,0.625,0.9,1.8,2.7,1.3,0.4,0.2,1.2,1.8,123,0.623,0.619,155.9,7.4,13.8,10.7,11.4,20.1,1.2,1.1,16.7,-1.7,1.3,114.1,105.2,8.9,81.8,13.2,318.5,GF,197,0,0,0,0,0,0,0,18,0,0.108,1.1,0.3,0.1,19,0,1.0,0.4,0.7,1.1,KK PARTIZAN
145,MITAR BOSNJAKOVIC,PAR,10,15.8,5.7,2.3,5.0,0.46,0.8,2.4,0.333,0.3,0.5,0.6,0.6,0.9,1.5,1.5,0.3,0.0,1.2,1.8,165,0.546,0.54,139.3,5.5,6.9,6.3,13.0,18.7,1.1,0.0,19.3,-1.3,1.1,108.2,106.2,2.0,27.4,10.3,158.4,GF,132,0,0,0,0,0,0,0,15,0,0.109,1.3,0.3,0.1,9,1,0.9,0.1,0.3,0.4,KK PARTIZAN
146,VOJIN MEDAREVIC,SPAR,31,15.9,5.6,2.1,3.3,0.631,0.6,1.2,0.514,0.8,0.9,0.828,1.0,2.2,3.2,0.5,0.3,0.5,0.8,2.0,83,0.747,0.723,197.2,8.1,16.3,12.4,4.6,17.2,1.1,2.8,13.2,-2.9,1.7,130.1,111.0,19.0,149.4,15.6,494.4,C,150,0,0,0,0,0,0,0,18,0,0.084,0.6,0.4,0.3,16,15,0.516,1.2,0.7,1.9,KK SPAR
147,IVAN PERASOVIC,CIB,29,19.4,5.6,2.1,3.9,0.531,0.7,1.7,0.438,0.7,0.9,0.8,0.7,2.2,2.9,1.2,0.2,0.4,0.6,1.6,130,0.649,0.624,176.8,4.5,15.4,10.0,10.6,12.1,0.7,2.2,12.5,1.1,1.4,123.4,121.7,1.7,149.1,12.7,561.8,SF,175,0,0,0,0,0,0,0,22,0,0.117,2.1,0.4,0.2,4,25,0.138,0.9,0.0,0.9,KK CIBONA
148,TONKO VUKO,SPL,28,18.4,5.5,2.0,4.5,0.444,0.4,1.8,0.216,1.1,1.3,0.838,1.0,2.1,3.2,1.2,0.5,0.2,0.5,2.5,135,0.541,0.488,149.8,7.0,16.0,11.3,11.5,9.5,1.4,1.1,15.1,1.5,1.2,116.2,117.5,-1.3,122.1,12.6,516.2,PF,72,0,0,0,0,0,0,0,14,0,0.117,2.3,0.9,0.3,8,20,0.286,0.7,0.3,1.0,KK SPLIT
149,DUSAN RADOSAVLJEVIC,FMP,28,14.7,5.5,2.0,5.0,0.39,0.3,1.7,0.149,1.3,2.0,0.673,0.3,2.6,3.0,1.3,0.5,0.4,1.0,2.4,153,0.466,0.415,121.2,2.7,23.6,12.8,16.4,14.9,2.0,3.1,22.3,-1.2,1.1,94.0,109.9,-15.9,92.6,11.0,411.7,G,85,0,0,0,0,0,0,0,22,0,0.12,1.2,0.5,0.4,14,14,0.5,-0.6,0.7,0.1,FMP BEOGRAD
150,JOHN BROWN,ZVE,20,18.2,5.5,2.3,4.8,0.479,0.0,0.0,0.0,0.9,1.4,0.63,2.1,0.9,3.0,0.8,0.9,0.2,0.5,1.7,114,0.505,0.479,110.9,14.8,6.7,10.8,6.3,8.5,2.6,0.9,15.7,0.0,1.1,116.5,109.9,6.6,89.9,13.8,363.7,GF,76,0,0,0,0,0,1,0,14,0,0.097,1.5,1.7,0.3,13,7,0.65,0.5,0.6,1.1,KK CRVENA ZVEZDA
151,DJORDIJE JOVANOVIC,BUD,38,17.4,5.4,1.9,3.8,0.5,1.0,2.5,0.394,0.6,1.0,0.632,0.8,2.1,2.9,0.4,0.6,0.2,0.3,2.1,109,0.636,0.627,152.5,6.7,15.8,11.4,3.8,5.8,1.8,1.1,12.6,0.2,1.4,134.7,109.9,24.8,168.8,14.1,660.0,G,36,1,0,0,0,0,0,0,18,0,0.074,1.7,2.1,0.3,30,8,0.789,1.7,1.1,2.8,BUDUCNOST VOLI PODGORICA
152,ROK RADOVIC,COL,31,17.2,5.4,1.8,3.5,0.5,0.7,1.9,0.362,1.2,1.4,0.837,1.1,1.5,2.5,0.7,0.6,0.2,0.4,2.1,98,0.648,0.595,169.9,8.1,11.0,9.6,6.2,8.5,1.8,1.4,12.6,0.4,1.5,136.0,109.6,26.4,136.6,14.6,533.2,SG,190,0,0,0,0,0,0,0,14,0,0.082,1.8,1.5,0.4,20,11,0.645,1.5,0.9,2.4,KK CEDEVITA OLIMPIJA LJUBLJANA
153,LUKA SKORIC,CIB,22,14.0,5.4,2.0,4.4,0.469,0.6,1.6,0.4,0.6,0.7,0.933,0.6,1.3,2.0,1.0,0.2,0.0,1.0,1.9,156,0.575,0.542,180.2,6.0,12.5,9.3,12.4,17.7,0.9,0.0,20.2,-2.6,1.2,102.2,124.5,-22.2,59.6,10.7,308.2,SF,96,0,0,0,0,0,0,0,17,0,0.107,1.0,0.2,0.2,3,19,0.136,-0.1,-0.1,-0.2,KK CIBONA
154,NEMANJA DANGUBIC,DUB,32,19.5,5.3,1.9,4.2,0.463,0.9,2.3,0.384,0.6,0.8,0.692,1.0,2.3,3.2,0.4,0.6,0.1,0.3,2.4,154,0.584,0.567,153.9,6.7,14.3,10.7,3.3,7.0,1.6,0.3,12.0,-0.4,1.3,122.7,112.2,10.5,127.8,10.8,623.6,SF,93,0,0,0,0,0,0,0,12,0,0.079,1.2,1.6,0.2,25,7,0.781,0.9,0.8,1.8,DUBAI
155,ANDRIJA STIPANOVIC,COL,17,15.7,5.2,2.3,3.9,0.582,0.0,0.1,0.0,0.6,1.3,0.5,1.2,1.8,2.9,2.1,0.4,0.1,1.2,3.0,116,0.58,0.582,108.2,9.9,14.4,12.2,23.4,21.5,1.4,0.4,17.4,1.1,1.3,112.1,107.6,4.5,70.5,13.8,267.4,PF,105,0,0,0,0,0,0,0,10,0,0.15,1.7,0.3,0.3,12,5,0.706,0.3,0.5,0.8,KK CEDEVITA OLIMPIJA LJUBLJANA
156,ISIAHA MIKE,PAR,33,17.4,5.2,1.9,4.2,0.464,0.7,1.7,0.386,0.6,1.0,0.656,0.7,2.9,3.6,1.1,1.1,0.3,0.8,2.4,107,0.562,0.543,150.6,5.4,21.8,13.9,9.1,15.1,3.5,1.8,15.0,-0.5,1.2,112.5,99.9,12.5,164.5,14.3,573.7,PF,61,0,0,0,0,0,0,0,17,0,0.093,1.3,1.3,0.2,29,4,0.879,0.5,1.7,2.3,KK PARTIZAN
157,NIKOLA PAVLICEVIC,STU,27,13.1,5.0,1.7,4.1,0.405,1.1,2.9,0.397,0.5,0.6,0.824,0.2,0.9,1.1,1.0,0.4,0.1,0.8,2.3,162,0.57,0.545,162.6,2.1,9.2,5.6,12.9,15.1,1.7,0.6,18.5,-0.6,1.2,109.1,119.4,-10.3,59.6,10.4,354.3,PG,74,0,0,0,0,0,0,0,14,0,0.09,1.3,0.5,0.2,10,17,0.37,0.2,0.1,0.3,STUDENSKI CENTAR PODGORICA
158,ILIJA MILUASEVIC,MEG,32,13.5,4.8,1.6,3.7,0.436,1.2,2.8,0.443,0.4,0.5,0.813,0.3,0.6,0.9,0.8,0.4,0.0,0.5,1.9,151,0.621,0.603,169.2,2.8,5.6,4.3,10.0,10.8,1.8,0.2,15.4,0.5,1.3,118.5,115.0,3.5,79.3,11.3,432.1,G,102,0,0,0,0,0,0,0,17,0,0.084,1.7,0.9,0.1,16,16,0.5,0.6,0.4,1.0,KK MEGA BEMAX
159,JOAN BERINGER,COL,33,17.8,4.8,1.9,3.2,0.604,0.0,0.0,0.0,0.9,1.6,0.558,1.4,2.7,4.1,0.6,0.5,1.4,0.7,2.3,76,0.609,0.604,116.1,10.3,20.1,15.3,5.2,14.6,1.4,8.5,12.3,-1.6,1.5,120.1,104.7,15.4,192.0,15.8,587.1,C,81,0,0,0,0,0,0,0,11,0,0.085,0.9,0.7,0.5,20,13,0.606,0.8,1.4,2.2,KK CEDEVITA OLIMPIJA LJUBLJANA
160,ALEN OMIC,BUD,35,15.6,4.7,2.0,2.9,0.683,0.0,0.1,0.333,0.7,1.4,0.521,1.8,2.7,4.5,1.0,0.4,0.2,1.1,2.0,63,0.671,0.688,153.7,15.8,22.4,19.2,9.7,23.3,1.4,1.7,14.1,-2.6,1.6,122.0,109.5,12.5,188.5,16.7,545.5,C,165,0,0,0,0,0,0,0,17,0,0.094,0.9,0.4,0.5,27,8,0.771,1.1,0.9,2.0,BUDUCNOST VOLI PODGORICA
161,DEJAN DAVIDOVAC,ZVE,20,15.9,4.6,1.6,2.8,0.571,0.5,1.2,0.435,0.9,1.1,0.818,0.5,2.4,2.9,1.0,0.7,0.3,0.5,1.5,85,0.7,0.661,182.4,4.1,20.2,12.0,9.0,12.1,2.4,1.7,11.5,1.2,1.6,134.3,106.7,27.6,101.0,15.5,317.7,SF,121,0,0,0,0,0,0,0,13,0,0.083,2.1,1.6,0.4,14,6,0.7,0.8,0.6,1.4,KK CRVENA ZVEZDA
162,GREGOR GLAS,COL,26,9.1,4.6,1.6,3.5,0.456,0.8,2.2,0.368,0.6,0.8,0.8,0.2,0.7,1.0,0.7,0.2,0.2,0.5,1.7,86,0.602,0.572,162.4,3.4,10.6,7.0,13.0,10.8,1.1,2.3,22.5,-0.3,1.3,117.2,109.5,7.7,57.8,15.4,236.3,SF,106,0,0,0,0,0,0,0,20,0,0.075,1.4,0.4,0.2,16,10,0.615,0.5,0.4,0.9,KK CEDEVITA OLIMPIJA LJUBLJANA
163,NEMANJA GORDIC,SPAR,27,16.9,4.4,1.5,3.5,0.436,0.5,1.4,0.368,0.9,1.3,0.639,0.1,1.7,1.9,3.5,0.4,0.0,2.3,1.6,192,0.542,0.511,144.3,1.1,12.2,7.0,31.8,35.7,1.3,0.0,17.7,0.5,1.3,93.4,113.7,-20.3,97.3,7.7,456.1,SG,123,0,0,0,0,0,0,0,13,0,0.168,1.6,0.2,0.4,14,13,0.519,-0.7,0.5,-0.1,KK SPAR
164,LEON RADOSEVIC,DUB,25,17.1,4.4,1.7,3.6,0.472,0.3,1.3,0.25,0.7,1.2,0.6,1.0,2.1,3.1,0.6,0.4,0.2,0.5,2.1,164,0.538,0.517,132.2,7.6,15.4,11.5,6.0,11.3,1.3,1.3,12.9,-0.5,1.2,112.3,110.4,1.9,88.8,10.3,426.8,C,124,0,0,0,0,0,0,0,14,0,0.08,1.2,0.8,0.3,19,6,0.76,0.3,0.7,1.0,DUBAI
165,ALEKSA ILIC,BUD,16,12.9,4.4,1.8,3.4,0.527,0.0,0.1,0.0,0.8,1.0,0.75,0.9,3.1,3.9,0.4,0.3,0.4,0.4,1.1,59,0.564,0.527,127.7,9.7,29.4,20.2,5.0,10.1,1.3,3.6,16.2,-1.1,1.3,119.4,96.8,22.5,76.0,16.8,206.7,SF,98,0,0,0,0,0,0,0,9,0,0.069,1.0,0.7,0.3,14,2,0.875,0.3,0.7,1.1,BUDUCNOST VOLI PODGORICA
166,ZORAN VUCELJIC,STU,28,12.6,4.3,1.6,3.4,0.474,0.5,1.7,0.319,0.5,0.7,0.7,0.3,0.8,1.1,0.5,0.1,0.0,0.4,0.9,159,0.573,0.553,149.3,3.1,8.2,5.6,6.4,8.8,0.6,0.0,15.1,-0.2,1.3,116.4,121.6,-5.2,60.8,10.4,351.7,SG,118,0,0,0,0,0,0,0,14,0,0.07,1.4,0.4,0.2,11,17,0.393,0.4,0.0,0.4,STUDENSKI CENTAR PODGORICA
167,VOJIN ILIC,IGO,25,13.6,4.2,1.4,2.7,0.522,0.4,0.9,0.455,1.0,1.4,0.743,0.6,1.2,1.8,0.6,0.7,0.0,0.4,2.0,120,0.643,0.597,172.0,6.6,11.1,8.9,6.6,11.8,2.7,0.3,13.1,-0.3,1.6,127.8,117.6,10.2,77.4,13.4,341.2,F,141,0,0,0,0,0,0,0,11,0,0.065,1.4,1.5,0.5,14,11,0.56,0.7,0.2,0.9,BC IGOEKA
168,RANKO SIMOVIC,FMP,20,13.7,4.2,1.2,3.0,0.4,0.8,2.2,0.364,1.0,1.2,0.833,0.8,0.7,1.5,0.4,0.3,0.0,0.5,2.0,169,0.595,0.533,159.7,7.1,7.0,7.0,4.5,11.3,1.2,0.0,13.7,-1.6,1.4,120.9,120.2,0.7,40.5,10.0,274.4,SF,83,0,0,0,0,0,0,0,18,0,0.059,0.8,0.7,0.4,9,11,0.45,0.4,0.0,0.5,FMP BEOGRAD
169,ZAK SMREKAR,KRK,26,14.1,4.2,1.5,3.6,0.404,0.5,1.7,0.302,0.8,1.0,0.769,0.6,1.6,2.2,0.5,0.4,0.2,1.0,2.7,195,0.517,0.473,147.6,5.2,14.7,9.9,5.9,19.2,1.5,1.3,17.5,-4.5,1.2,93.0,117.2,-24.2,42.5,7.0,367.5,SG,54,0,0,0,0,0,0,0,10,0,0.068,0.5,0.4,0.3,4,22,0.154,-0.5,0.2,-0.2,KRKA NOVO MESTO
170,VIGO BART,CIB,25,12.4,4.1,1.5,3.7,0.409,0.5,1.8,0.267,0.6,0.6,0.933,0.1,0.4,0.4,0.9,0.2,0.0,0.6,1.5,199,0.512,0.473,160.9,0.9,3.9,2.4,12.7,13.8,1.1,0.0,18.5,-0.4,1.1,96.0,125.9,-29.9,28.4,6.8,309.1,F,198,0,0,0,0,0,0,0,16,0,0.087,1.4,0.4,0.2,3,22,0.12,-0.3,-0.2,-0.5,KK CIBONA
171,MILOS TEODOSIC,ZVE,18,14.4,4.0,1.2,3.4,0.355,1.0,2.6,0.383,0.6,0.7,0.833,0.3,1.6,1.8,4.3,0.3,0.2,2.2,1.8,171,0.535,0.5,157.1,2.5,14.0,8.2,42.6,37.3,1.3,1.2,19.7,4.3,1.2,98.4,108.3,-9.9,77.0,9.9,258.6,PG,64,0,0,0,0,0,0,0,13,0,0.175,1.9,0.2,0.2,14,4,0.778,-0.2,0.5,0.3,KK CRVENA ZVEZDA
172,MATE KALAJZIC,ZAD,17,15.5,4.0,1.5,3.4,0.431,0.1,0.4,0.167,1.0,1.5,0.654,0.5,1.2,1.8,1.5,0.5,0.1,1.1,1.8,188,0.49,0.44,125.2,4.5,9.9,7.3,15.7,21.5,1.9,0.4,16.3,-0.9,1.2,96.6,108.1,-11.5,40.0,8.1,263.6,PG,186,0,0,0,0,0,0,0,17,0,0.105,1.3,0.5,0.4,10,7,0.588,-0.2,0.5,0.3,KK ZADAR
173,JADEN BEDIAKO,MOR,19,13.3,3.7,1.4,2.9,0.491,0.0,0.0,0.0,0.9,1.2,0.773,1.2,1.9,3.1,0.3,0.3,0.8,0.8,2.3,144,0.549,0.491,126.4,9.9,21.2,14.9,4.3,18.8,1.3,6.4,15.0,-4.3,1.3,102.6,122.0,-19.4,62.8,12.2,251.9,C,157,0,0,0,0,0,0,0,12,0,0.065,0.4,0.4,0.4,1,18,0.053,0.0,0.0,0.0,KK MORNAR
174,MATEO DREZNJAK,BUD,26,14.3,3.7,1.3,2.8,0.472,0.5,1.1,0.414,0.7,1.1,0.586,0.2,1.1,1.3,1.3,0.3,0.1,0.7,2.2,183,0.572,0.556,147.2,1.9,10.2,6.1,12.6,17.5,1.3,0.6,13.3,1.3,1.3,112.2,109.7,2.6,57.9,8.7,370.6,SF,130,0,0,0,0,0,0,0,14,0,0.08,1.9,0.5,0.4,24,2,0.923,0.3,0.6,0.9,BUDUCNOST VOLI PODGORICA
175,MARKO TEJIC,SPAR,10,9.6,3.7,1.6,2.8,0.571,0.1,0.2,0.5,0.4,0.6,0.667,0.7,0.6,1.3,0.1,0.3,0.4,0.3,1.8,93,0.604,0.589,173.8,9.7,7.3,8.4,1.6,8.9,1.7,4.1,16.4,-2.4,1.3,122.4,108.8,13.7,21.3,15.1,96.0,PF,108,0,0,0,0,0,0,0,11,0,0.052,0.3,1.0,0.2,6,4,0.6,0.2,0.2,0.4,KK SPAR
176,NIKO BACVIC,KRK,19,14.2,3.7,1.0,2.6,0.38,0.3,1.3,0.2,1.4,1.7,0.818,0.3,0.8,1.1,2.3,0.3,0.1,0.7,1.6,152,0.542,0.43,139.8,2.4,7.4,4.9,24.3,16.8,1.2,0.7,14.0,5.9,1.4,118.0,121.2,-3.2,58.9,11.2,269.6,G,78,0,0,0,0,0,0,0,10,0,0.111,3.3,0.5,0.7,5,14,0.263,0.4,0.0,0.4,KRKA NOVO MESTO
177,JAKA KLOBUCAR,KRK,20,11.1,3.6,1.2,2.6,0.451,0.6,1.6,0.344,0.8,1.1,0.714,0.4,1.5,1.9,0.3,0.1,0.1,0.6,1.7,179,0.598,0.559,150.9,4.6,17.2,10.8,3.6,16.6,0.5,0.9,16.0,-3.9,1.4,105.1,120.5,-15.4,35.6,8.8,222.5,F,65,0,0,0,0,0,0,0,14,0,0.047,0.4,0.2,0.4,3,17,0.15,0.0,0.0,0.1,KRKA NOVO MESTO
178,SHEMARRI ALLEN,MOR,5,15.6,3.6,1.4,4.0,0.35,0.2,1.0,0.2,0.6,1.2,0.5,0.4,0.8,1.2,2.2,1.4,0.6,2.0,2.2,196,0.398,0.375,105.0,3.0,6.7,4.7,25.7,30.6,4.7,3.8,20.1,-3.2,0.9,71.9,109.0,-37.0,11.3,6.9,78.0,G,146,0,0,0,0,0,0,0,7,0,0.137,1.1,0.7,0.3,0,5,0.0,-0.3,0.1,-0.2,KK MORNAR
179,BORNA KATANOVIC,CIB,25,16.6,3.5,1.3,3.4,0.388,0.4,1.6,0.225,0.5,0.9,0.545,0.6,0.8,1.4,0.9,0.3,0.2,0.9,1.8,205,0.459,0.441,115.9,4.9,6.1,5.5,8.7,19.5,0.9,1.3,14.0,-2.0,1.0,87.4,123.4,-36.0,32.8,4.4,414.8,SF,119,0,0,0,0,0,0,0,14,0,0.079,1.0,0.3,0.3,3,22,0.12,-0.7,-0.1,-0.8,KK CIBONA
180,OGNJEN STANKOVIC,IGO,19,12.8,3.5,1.3,2.3,0.581,0.4,0.9,0.471,0.4,0.6,0.667,0.4,0.7,1.2,1.1,0.8,0.1,0.7,1.8,133,0.684,0.674,171.9,4.6,7.7,6.2,13.3,21.2,3.4,0.9,12.3,0.1,1.5,119.2,115.9,3.3,54.3,12.6,243.3,SG,143,0,0,0,0,0,0,0,13,0,0.082,1.5,1.2,0.3,11,8,0.579,0.3,0.2,0.5,BC IGOEKA
181,ALEKSA STANOJEVIC,FMP,16,16.2,3.4,1.2,3.5,0.339,0.4,1.3,0.3,0.7,1.2,0.579,1.2,1.4,2.6,0.7,0.1,0.2,0.7,2.7,203,0.427,0.393,121.8,8.9,10.8,9.8,7.3,14.6,0.4,1.2,13.4,-1.4,1.0,94.7,119.4,-24.7,24.9,5.0,259.2,PF,206,0,0,0,0,0,0,0,8,0,0.071,1.0,0.2,0.3,7,9,0.438,-0.2,0.1,-0.1,FMP BEOGRAD
182,NIKOLA SARANOVIC,FMP,29,23.0,3.4,1.2,3.4,0.343,0.5,1.8,0.269,0.6,0.6,0.944,0.6,3.0,3.6,1.1,1.0,0.1,0.7,2.6,198,0.463,0.414,155.7,3.0,17.4,9.9,8.1,15.8,2.4,0.3,9.0,0.3,1.0,98.8,113.8,-15.0,105.8,6.9,667.4,F,117,0,0,0,0,0,1,0,14,0,0.086,1.7,1.5,0.2,13,16,0.448,-0.2,0.7,0.5,FMP BEOGRAD
183,DOMAGOJ PROLETA,ZAD,25,10.0,3.4,1.2,2.6,0.453,0.8,1.8,0.435,0.2,0.2,1.0,0.4,0.8,1.2,0.9,0.0,0.1,0.5,1.4,147,0.63,0.609,188.8,5.6,10.0,7.8,15.7,15.3,0.2,1.0,15.5,1.1,1.3,121.8,113.0,8.9,54.5,12.0,249.6,PF,151,0,0,0,0,0,0,0,14,0,0.074,1.8,0.1,0.1,10,15,0.4,0.5,0.3,0.8,KK ZADAR
184,DORDE CURCIC,BOR,20,10.6,3.3,1.2,3.2,0.365,0.7,2.2,0.326,0.3,0.4,0.857,0.0,0.8,0.8,0.5,0.5,0.1,0.7,2.2,202,0.499,0.476,154.8,0.0,10.4,4.8,7.3,17.5,2.3,1.1,18.1,-3.7,1.0,88.7,114.7,-26.0,12.6,5.5,211.1,F,208,0,0,0,0,0,0,0,12,0,0.058,0.6,0.6,0.1,6,14,0.3,-0.4,0.2,-0.2,KK BORAC CACAK
185,FILIP ANDJUSIC,STU,30,10.4,3.3,1.5,2.9,0.523,0.0,0.0,0.0,0.3,0.8,0.333,0.8,1.4,2.1,0.3,0.3,0.3,0.6,2.3,168,0.507,0.523,85.7,9.1,17.1,13.0,4.3,15.0,1.6,3.1,17.0,-3.7,1.1,98.6,115.2,-16.6,53.3,10.0,311.7,C,138,0,0,0,0,0,0,0,12,0,0.059,0.5,0.5,0.3,11,19,0.367,-0.2,0.3,0.1,STUDENSKI CENTAR PODGORICA
186,NIKOLA GASIC,FMP,24,11.7,3.3,1.4,3.0,0.452,0.0,0.1,0.0,0.5,0.8,0.667,1.1,2.0,3.2,0.3,0.5,0.7,0.6,2.1,128,0.482,0.452,111.9,11.7,23.3,17.2,3.9,14.7,2.2,6.1,16.0,-3.6,1.1,99.7,111.8,-12.1,73.8,12.9,280.2,C,49,1,0,0,0,0,0,0,13,0,0.06,0.4,0.8,0.2,10,14,0.417,-0.1,0.4,0.3,FMP BEOGRAD
187,ANDRIJA SLAVKOVIC,BUD,31,13.0,3.2,1.2,2.6,0.463,0.3,0.9,0.37,0.5,0.6,0.778,0.5,0.8,1.3,1.1,0.4,0.0,0.6,2.5,185,0.556,0.524,161.2,5.2,8.0,6.6,12.1,17.4,1.7,0.3,13.0,0.9,1.2,113.6,111.4,2.2,55.0,8.6,403.0,C,137,0,0,0,0,0,0,0,12,0,0.073,1.8,0.6,0.2,24,7,0.774,0.4,0.6,1.0,BUDUCNOST VOLI PODGORICA
188,LAZAR RADETIC,MOR,22,9.5,3.2,1.2,3.0,0.394,0.3,1.2,0.259,0.5,1.0,0.524,0.6,0.9,1.5,0.3,0.2,0.1,0.4,1.2,180,0.465,0.447,117.7,7.5,12.6,9.9,6.5,10.7,1.0,1.4,19.1,-2.0,1.1,94.6,126.2,-31.6,33.6,8.8,209.1,C,161,0,0,0,0,0,0,0,11,0,0.058,0.8,0.4,0.3,2,20,0.091,-0.2,-0.1,-0.4,KK MORNAR
189,TONI TORBARINA,ZAD,10,6.7,3.1,1.2,2.5,0.48,0.4,0.8,0.5,0.3,0.3,1.0,0.1,0.9,1.0,0.9,0.3,0.0,0.5,0.8,53,0.589,0.56,198.0,1.9,16.9,9.4,27.5,16.0,2.6,0.0,22.8,1.6,1.2,112.2,105.6,6.6,21.9,17.1,67.0,G,166,0,0,0,0,0,0,0,18,0,0.079,1.8,0.6,0.1,6,4,0.6,0.1,0.1,0.2,KK ZADAR
190,MATEJ RUDAN,SPAR,14,8.9,3.0,1.2,2.4,0.5,0.0,0.4,0.0,0.6,1.4,0.421,0.9,1.0,1.9,0.5,0.1,0.4,0.4,1.6,143,0.496,0.5,92.1,12.9,13.3,13.1,8.9,12.4,0.9,3.9,18.2,-1.0,1.2,106.4,112.6,-6.2,28.4,12.3,124.4,SF,127,0,0,0,0,0,0,0,9,0,0.055,1.2,0.3,0.6,8,6,0.571,0.0,0.2,0.2,KK SPAR
191,ARIJAN LAKIC,PAR,22,12.7,3.0,0.9,2.8,0.328,0.6,2.0,0.302,0.5,0.8,0.706,0.1,1.1,1.2,1.0,0.6,0.1,0.1,1.1,161,0.475,0.434,133.6,1.5,11.2,6.5,10.1,4.2,2.8,0.9,12.3,4.0,1.1,117.4,106.5,11.0,55.9,10.4,279.0,G,203,0,0,0,0,0,0,0,12,0,0.056,7.0,4.7,0.3,18,4,0.818,0.3,0.6,0.9,KK PARTIZAN
192,SRDJA BULATOVIC,MOR,10,8.1,2.9,1.0,2.6,0.385,0.7,1.7,0.412,0.2,0.3,0.667,0.2,0.9,1.1,0.7,0.1,0.1,0.5,1.5,182,0.531,0.519,146.3,2.9,13.1,8.0,17.7,15.5,0.7,1.2,19.2,-0.4,1.1,99.1,120.9,-21.8,13.6,8.8,81.1,F,187,0,0,0,0,0,0,0,17,0,0.069,1.4,0.2,0.1,1,9,0.1,0.0,0.0,0.0,KK MORNAR
193,BRANKO LAZIC,ZVE,17,9.2,2.6,0.8,2.4,0.341,0.2,1.1,0.158,0.8,0.9,0.867,0.2,0.7,0.9,0.1,0.5,0.1,0.1,1.5,190,0.462,0.378,136.6,2.4,10.2,6.2,0.9,2.1,3.1,0.7,14.7,-0.2,1.1,102.0,106.6,-4.6,16.6,7.9,156.3,SG,159,0,0,0,0,0,0,0,10,0,0.029,1.0,9.0,0.4,14,3,0.824,0.0,0.3,0.3,KK CRVENA ZVEZDA
194,IVAN BOGDANOVIC,STU,19,8.8,2.6,1.1,1.9,0.556,0.2,0.6,0.333,0.3,0.4,0.625,0.4,0.6,1.0,0.3,0.1,0.1,0.4,0.9,166,0.62,0.611,151.4,6.0,8.3,7.2,5.7,15.0,0.6,1.3,13.3,-1.8,1.4,115.8,122.8,-7.1,29.3,10.3,166.4,SF,112,0,0,0,0,0,0,0,6,0,0.045,0.9,0.3,0.2,5,14,0.263,0.2,0.0,0.2,STUDENSKI CENTAR PODGORICA
195,URBAN KROFLIC,MEG,21,11.5,2.6,0.9,2.3,0.388,0.4,1.1,0.348,0.4,0.6,0.667,0.1,1.7,1.8,0.6,0.3,0.0,0.3,1.1,191,0.497,0.469,140.2,1.6,17.7,9.9,8.4,10.0,1.3,0.4,11.7,1.1,1.1,103.7,110.9,-7.2,44.5,7.8,240.7,G,73,0,0,0,0,0,0,0,13,0,0.053,2.2,1.0,0.2,11,10,0.524,0.0,0.4,0.4,KK MEGA BEMAX
196,ALEKSA CUBIC,MOR,22,10.6,2.3,0.9,2.1,0.404,0.2,1.0,0.238,0.3,0.5,0.7,0.5,1.4,1.9,0.2,0.2,0.1,0.5,1.3,201,0.486,0.457,134.2,5.2,17.9,10.9,3.8,16.3,0.9,0.8,12.4,-2.8,1.1,92.5,122.9,-30.4,31.8,6.2,233.7,PF,153,0,0,0,0,0,0,0,8,0,0.042,0.5,0.4,0.2,1,21,0.045,-0.2,0.0,-0.3,KK MORNAR
197,VLADIMIR KOMNENOVIC,MOR,10,6.8,2.2,0.6,2.3,0.261,0.2,1.2,0.167,0.8,1.0,0.8,0.2,0.9,1.1,1.6,0.4,0.0,1.1,0.8,193,0.401,0.304,122.8,3.1,17.7,9.6,44.7,28.6,3.2,0.0,26.8,-0.5,1.0,78.8,127.2,-48.4,14.8,7.5,67.8,PG,172,0,0,0,0,0,0,0,5,0,0.089,1.5,0.4,0.4,0,10,0.0,-0.3,-0.1,-0.4,KK MORNAR
