#_prom,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
192,KEVIN BERCY,ICE,23,12.9,4.2,1.6,2.8,0.578,0.0,0.0,0.0,1.0,1.6,0.611,1.1,1.5,2.7,0.4,0.2,0.1,0.7,1.7,124,0.601,0.578,118.9,10.4,15.5,12.8,6.0,15.8,0.9,0.7,15.5,-2.9,1.5,115.0,117.5,-2.6,69.8,13.3,296.1,F,179,0,0,0,0,0,0,0,13,0,0.074,0.7,0.3,0.6,7,16,0.304,0.5,0.1,0.5,GRUPO ALEGA CANTABRIA
193,JACOB ROUND,AQU,32,20.6,4.1,1.4,3.6,0.386,1.0,2.4,0.421,0.4,0.5,0.8,0.3,1.7,2.0,1.1,0.6,0.1,0.8,2.6,222,0.547,0.526,160.7,1.6,9.7,5.8,8.5,17.7,1.6,0.3,10.6,-0.4,1.2,103.4,113.6,-10.2,79.1,6.6,659.3,G,205,0,0,0,0,0,0,0,14,0,0.089,1.3,0.7,0.1,12,20,0.375,0.1,0.5,0.6,ZAMORA ENAMORA
194,JOSE DAVID GOMEZ,MEN,33,15.8,4.1,1.6,4.1,0.388,0.5,1.6,0.296,0.5,0.7,0.667,1.2,1.9,3.2,0.5,0.5,0.4,0.5,1.9,157,0.47,0.448,135.1,9.4,15.6,12.4,5.8,10.0,1.7,2.8,15.0,-1.1,1.0,105.1,107.4,-2.3,113.5,11.6,521.3,F,134,0,0,0,0,0,0,0,11,0,0.081,1.0,1.0,0.2,11,22,0.333,0.2,0.9,1.1,HESTIA MENORCA
195,THOMAS TUMBA,MORO,10,13.4,4.1,1.3,3.7,0.351,0.8,2.7,0.296,0.7,0.9,0.778,0.5,1.2,1.7,0.1,0.1,0.2,0.8,1.5,220,0.5,0.459,142.5,4.6,11.3,7.9,1.3,16.3,0.4,1.7,17.4,-5.6,1.1,95.2,120.9,-25.7,12.4,6.8,134.0,PF,64,0,0,0,0,0,0,0,18,0,0.053,0.1,0.1,0.2,0,10,0.0,-0.1,-0.1,-0.1,CB STARLABS MORON
196,JORGE BILBAO,MON,35,17.5,4.1,1.5,3.2,0.464,0.1,0.3,0.25,1.0,2.1,0.486,1.8,2.5,4.2,0.9,0.6,0.1,0.7,2.6,163,0.494,0.478,120.0,12.8,16.4,14.7,7.9,15.3,1.9,0.9,13.2,-0.8,1.3,110.0,102.5,7.4,144.5,11.4,613.3,PF,69,0,0,0,0,0,0,0,12,0,0.08,1.2,0.8,0.6,29,6,0.829,0.5,1.4,2.0,BALONCESTO FUENLABRADA
197,XABI OROZ,PAL,39,17.9,4.0,1.4,4.3,0.335,0.7,2.6,0.255,0.4,0.6,0.739,0.5,2.1,2.6,2.1,1.0,0.1,1.1,1.5,189,0.438,0.413,132.9,3.6,15.6,9.6,16.6,19.2,3.0,0.6,14.7,1.9,0.9,96.9,107.6,-10.8,154.6,9.5,699.1,SG,235,0,0,0,0,0,0,0,13,0,0.111,2.0,0.9,0.1,25,14,0.641,-0.4,1.2,0.8,ZUNDER PALENCIA
198,AITOR ETXEGUREN,CAS,34,13.6,4.0,1.4,2.7,0.511,0.1,0.2,0.333,1.1,1.4,0.796,0.9,2.0,2.9,0.7,0.2,0.3,0.6,1.4,145,0.594,0.522,164.0,7.6,16.6,12.1,9.2,15.6,0.7,1.9,13.2,-0.9,1.5,116.8,114.7,2.1,122.4,12.3,463.4,C,44,1,0,0,0,0,0,0,11,0,0.076,1.2,0.3,0.5,10,24,0.294,0.7,0.3,1.0,AMICS CASTELLO
199,AITOR ZUBIZARRETA,GBC,37,15.6,3.9,1.3,4.2,0.308,0.8,2.4,0.322,0.6,0.8,0.7,0.5,1.5,2.0,1.7,0.5,0.1,1.4,1.3,224,0.428,0.397,133.0,4.3,12.3,8.2,17.8,23.2,1.8,0.5,18.2,-1.7,0.9,86.5,110.2,-23.7,86.5,6.5,577.1,SG,120,0,0,0,0,0,0,0,13,0,0.107,1.2,0.4,0.2,16,21,0.432,-1.2,0.7,-0.4,GIPUZKOA BASKET
200,JUAN RUBIO,EST,37,14.2,3.8,1.3,3.3,0.397,0.9,2.5,0.355,0.4,0.4,0.867,0.5,1.5,2.1,0.5,0.5,0.0,0.4,2.0,183,0.556,0.533,161.8,5.2,13.1,9.4,5.5,9.9,1.8,0.0,13.0,-0.3,1.2,118.5,111.3,7.2,93.1,10.1,524.2,SF,88,0,0,0,0,0,0,0,11,0,0.06,1.4,1.2,0.1,28,9,0.757,0.8,0.6,1.4,MOVISTAR ESTUDIANTES
201,ALBERTO MARTIN,CART,39,15.8,3.8,1.3,4.0,0.316,0.5,1.8,0.282,0.7,1.3,0.558,0.3,1.3,1.6,2.6,1.0,0.1,1.4,2.4,212,0.413,0.381,115.6,2.4,10.5,6.2,26.7,23.0,3.5,0.4,17.2,2.3,0.9,88.4,109.8,-21.4,106.0,8.1,616.9,PG,218,0,0,0,0,0,0,0,11,0,0.137,1.9,0.8,0.3,18,21,0.462,-1.1,0.8,-0.3,ODILO FC CARTAGENA CB
202,DIEGO ALDERETE,MEN,33,21.1,3.7,1.1,3.9,0.285,0.6,2.0,0.299,0.8,1.2,0.683,1.1,3.8,4.9,0.8,0.6,0.1,0.7,2.1,213,0.412,0.362,126.6,6.0,23.2,14.3,6.2,12.9,1.7,0.3,11.9,-0.8,0.9,94.0,106.4,-12.5,130.9,7.8,695.7,F,9,3,0,0,0,0,0,0,15,0,0.074,1.1,1.0,0.3,11,22,0.333,-0.4,1.2,0.8,HESTIA MENORCA
203,PAPE SALL,GBC,12,10.2,3.7,1.8,3.4,0.512,0.0,0.0,0.0,0.2,0.5,0.333,1.0,1.4,2.4,0.1,0.3,0.2,0.3,0.9,84,0.504,0.512,84.6,11.7,17.9,14.7,1.6,8.4,1.9,1.7,18.9,-2.8,1.1,105.1,107.7,-2.6,33.3,15.5,122.1,C,68,0,0,0,0,0,0,0,8,0,0.068,0.3,1.0,0.1,5,7,0.417,0.1,0.2,0.3,GIPUZKOA BASKET
204,JAAN PUIDET,VAL,30,18.5,3.7,1.4,3.7,0.375,0.5,2.1,0.238,0.4,0.6,0.647,1.0,2.6,3.7,1.4,0.9,0.1,0.9,2.1,190,0.46,0.442,126.0,6.8,18.9,12.5,12.6,19.0,2.6,0.4,12.6,0.1,1.0,98.2,115.3,-17.0,120.9,9.4,555.3,SG,212,0,0,0,0,0,0,0,14,0,0.102,1.5,0.9,0.2,10,20,0.333,-0.2,0.3,0.1,UEMC REAL VALLADOLID BALONCESTO
205,HECTOR ALDERETE,EST,37,14.1,3.6,1.4,2.8,0.495,0.5,1.2,0.435,0.3,0.4,0.75,0.8,1.5,2.4,0.4,0.2,0.1,0.4,2.3,186,0.609,0.592,168.0,7.8,13.4,10.8,4.1,12.7,0.7,0.6,11.6,-1.3,1.3,123.5,113.3,10.2,88.5,9.9,520.1,SF,108,0,0,0,0,0,0,0,13,0,0.058,0.9,0.4,0.2,28,9,0.757,0.9,0.4,1.4,MOVISTAR ESTUDIANTES
206,RATI ANDRONIKASHVILI,OBR,14,10.9,3.6,1.4,3.6,0.373,0.6,1.5,0.381,0.3,0.6,0.5,0.2,0.6,0.8,0.9,0.3,0.1,0.7,1.5,221,0.459,0.451,125.4,2.9,7.0,5.0,13.6,15.5,1.6,0.7,21.5,-1.4,1.0,92.9,112.9,-20.0,14.3,6.8,152.0,PG,168,0,0,0,0,0,0,0,11,0,0.078,1.2,0.4,0.2,8,6,0.571,-0.2,0.1,-0.1,MONBUS OBRADOIRO
207,LUIS PAREJO,MORO,16,12.2,3.5,1.0,4.0,0.25,0.9,3.2,0.294,0.6,0.8,0.692,0.3,1.0,1.3,0.3,0.3,0.0,0.4,1.1,228,0.402,0.367,123.6,2.9,9.7,6.3,4.8,7.9,1.5,0.0,19.5,-1.4,0.9,86.5,118.1,-31.6,15.6,5.6,195.7,SG,170,0,0,0,0,0,0,0,17,0,0.054,0.8,0.8,0.2,1,15,0.063,-0.4,0.0,-0.4,CB STARLABS MORON
208,SERGIO DE LA FUENTE,VAL,34,10.8,3.3,1.2,3.2,0.38,0.4,1.6,0.226,0.6,1.1,0.487,0.8,1.6,2.4,0.2,0.3,0.1,0.6,1.4,206,0.451,0.435,109.3,8.5,19.9,14.0,2.9,13.8,1.5,0.6,18.9,-4.3,1.0,91.0,115.9,-24.9,59.4,8.5,367.6,PF,169,0,0,0,0,0,0,0,10,0,0.05,0.3,0.5,0.4,11,23,0.324,-0.5,0.2,-0.3,UEMC REAL VALLADOLID BALONCESTO
209,EMMANUEL WEMBI,SPB,34,9.7,3.3,1.4,2.2,0.613,0.0,0.0,0.0,0.6,1.0,0.559,0.8,0.7,1.5,0.4,0.3,0.1,0.5,2.0,137,0.617,0.613,117.2,10.7,9.1,9.9,5.7,15.9,1.9,0.7,15.6,-2.8,1.5,118.4,105.8,12.6,61.5,12.8,329.0,FC,148,0,0,0,0,0,0,0,14,0,0.054,0.7,0.6,0.5,32,2,0.941,0.6,0.6,1.2,SIBLO SAN PABLO BURGOS
210,FABIO SANTANA,MORO,31,16.6,3.2,1.3,4.0,0.333,0.4,2.2,0.164,0.2,0.3,0.778,0.2,0.9,1.1,1.5,0.5,0.1,0.6,1.2,227,0.394,0.378,127.5,1.1,6.8,3.9,15.4,13.6,1.8,0.4,13.7,2.1,0.8,87.3,117.0,-29.7,56.4,5.9,513.2,PG,202,0,0,0,0,0,0,0,10,0,0.106,2.3,0.9,0.1,4,27,0.129,-0.7,0.2,-0.6,CB STARLABS MORON
211,ALEX BARRERA,SPB,20,8.5,3.2,1.1,2.2,0.5,0.7,1.6,0.438,0.3,0.4,0.714,0.1,0.6,0.7,0.7,0.3,0.0,0.2,1.1,87,0.669,0.659,165.2,1.5,7.8,4.7,12.0,6.0,2.0,0.0,14.1,3.4,1.4,140.1,104.0,36.1,43.1,15.2,169.9,SG,141,0,0,0,0,0,0,0,11,0,0.057,4.3,2.0,0.2,19,1,0.95,0.6,0.4,1.0,SIBLO SAN PABLO BURGOS
212,JAKUB MOKRAN,GBC,34,12.5,3.1,1.0,2.5,0.388,0.4,1.3,0.295,0.7,1.0,0.758,0.8,1.6,2.4,0.6,0.5,0.2,0.5,1.9,169,0.523,0.465,144.1,7.5,16.4,11.9,7.3,13.9,2.2,2.0,12.9,-0.8,1.2,111.0,106.7,4.3,89.9,11.0,424.2,PF,67,0,0,0,0,0,0,0,12,0,0.055,1.2,1.1,0.4,16,18,0.471,0.4,0.7,1.1,GIPUZKOA BASKET
213,PABLO HERNANDEZ,PAL,38,12.0,3.1,1.1,2.6,0.412,0.6,1.8,0.343,0.3,0.5,0.65,0.5,1.7,2.2,0.4,0.2,0.0,0.5,1.9,209,0.548,0.531,140.6,5.5,19.3,12.4,4.3,14.5,1.1,0.2,12.7,-1.9,1.2,109.2,111.0,-1.7,73.3,8.3,457.0,F,149,0,0,0,0,0,0,0,14,0,0.044,0.8,0.5,0.2,25,13,0.658,0.3,0.5,0.8,ZUNDER PALENCIA
214,LOUIS BERNARD,MORO,3,16.0,3.0,1.0,2.3,0.429,0.0,0.7,0.0,1.0,1.3,0.75,0.3,2.0,2.3,1.0,0.0,0.0,2.0,2.0,237,0.514,0.429,117.9,2.7,15.2,9.2,11.5,40.7,0.0,0.0,16.1,-8.8,1.3,73.8,123.5,-49.7,1.8,1.9,47.9,GF,231,0,0,0,0,0,0,0,5,0,0.082,0.5,0.0,0.6,0,3,0.0,-0.2,0.0,-0.2,CB STARLABS MORON
215,DEZ ANDRAS TANOH,MEN,10,10.1,2.9,1.2,3.9,0.308,0.2,1.6,0.125,0.3,1.4,0.214,0.3,0.6,0.9,0.1,0.3,0.0,1.1,1.7,239,0.321,0.333,64.7,3.5,7.5,5.5,2.1,19.6,1.7,0.0,27.7,-11.0,0.7,58.4,111.4,-53.0,-13.5,-3.9,101.3,G,151,0,0,0,0,0,0,0,8,0,0.054,0.1,0.3,0.4,4,6,0.4,-0.8,0.1,-0.7,HESTIA MENORCA
216,IGNACIO ROSA,LUC,20,11.5,2.9,1.0,3.3,0.303,0.5,2.2,0.233,0.4,0.8,0.533,0.7,1.9,2.5,0.1,0.3,0.1,0.7,1.6,229,0.399,0.379,106.9,7.2,20.6,13.8,1.4,16.2,1.4,1.0,18.4,-5.6,0.9,79.9,110.4,-30.5,24.1,4.8,230.2,C,166,0,0,0,0,0,0,0,10,0,0.039,0.1,0.4,0.2,10,10,0.5,-0.6,0.3,-0.3,HLA ALICANTE
217,MADS STURUP,GBC,30,14.7,2.8,1.1,2.3,0.5,0.4,1.2,0.314,0.1,0.3,0.5,0.4,1.0,1.4,0.5,0.4,0.1,0.3,2.1,214,0.58,0.581,131.4,3.6,8.7,6.1,5.3,12.3,1.5,0.5,8.8,-0.2,1.2,115.6,112.5,3.0,50.5,7.3,441.2,SF,82,0,0,0,0,0,0,0,12,0,0.059,1.4,1.2,0.1,12,18,0.4,0.4,0.4,0.8,GIPUZKOA BASKET
218,LOVRO GNJIDIC,PAL,12,12.7,2.8,0.7,2.5,0.267,0.2,1.4,0.118,1.3,1.6,0.789,1.1,1.4,2.5,0.3,0.4,0.1,0.6,2.8,223,0.43,0.3,117.4,11.3,16.2,13.7,2.8,15.4,1.8,0.8,14.2,-3.3,1.1,99.1,111.9,-12.7,14.6,6.5,152.7,GF,200,0,0,0,0,0,0,0,6,0,0.03,0.4,0.7,0.6,7,5,0.583,0.0,0.2,0.1,ZUNDER PALENCIA
219,MIKEL MOTOS,GBC,18,15.0,2.7,0.9,2.6,0.37,0.4,1.3,0.292,0.4,0.7,0.615,0.9,2.2,3.1,1.3,0.6,0.1,0.7,2.2,192,0.474,0.446,127.7,7.3,18.0,12.6,13.6,18.8,2.2,0.8,11.1,1.2,1.1,105.3,104.5,0.8,58.9,9.3,270.4,SG,95,0,0,0,0,0,0,0,10,0,0.08,1.9,0.9,0.3,9,9,0.5,0.1,0.6,0.6,GIPUZKOA BASKET
220,ANTONIO BURGOS,MORO,17,10.5,2.7,0.8,1.8,0.467,0.5,1.0,0.529,0.5,0.7,0.75,0.7,1.2,1.9,0.2,0.4,0.0,0.2,1.4,129,0.652,0.617,174.6,7.9,13.7,10.8,4.0,10.2,2.2,0.0,11.0,-0.8,1.5,131.4,113.4,18.0,41.0,13.2,177.7,PF,117,0,0,0,0,0,0,0,9,0,0.042,1.0,1.8,0.4,3,14,0.176,0.4,0.1,0.6,CB STARLABS MORON
221,GONZALO BRESSAN,LUC,32,10.2,2.7,1.1,2.2,0.522,0.0,0.3,0.1,0.4,0.9,0.448,0.7,1.2,1.9,0.4,0.2,0.1,0.4,1.4,178,0.526,0.529,107.0,8.4,14.7,11.4,7.8,12.8,1.0,1.1,13.9,-0.8,1.2,108.1,111.7,-3.7,63.1,10.5,327.9,PF,223,0,0,0,0,0,0,0,10,0,0.059,1.2,0.5,0.4,11,21,0.344,0.2,0.3,0.6,HLA ALICANTE
222,ONDREJ HUSTAK,AQU,12,11.3,2.4,0.9,2.3,0.393,0.4,1.3,0.333,0.2,0.3,0.5,0.3,1.4,1.7,0.6,0.0,0.2,1.0,0.9,233,0.487,0.482,122.6,3.0,15.5,9.6,8.9,28.7,0.0,1.6,15.2,-5.5,1.0,79.6,119.2,-39.6,13.8,3.8,135.1,C,136,0,0,0,0,0,0,0,9,0,0.057,0.6,0.0,0.1,3,9,0.25,-0.3,0.0,-0.3,ZAMORA ENAMORA
223,SANTIAGO PAZ VAZQUEZ,OUR,27,8.7,2.3,0.7,2.1,0.351,0.3,1.3,0.194,0.6,0.7,0.8,0.6,0.8,1.4,0.2,0.2,0.2,0.4,1.0,202,0.479,0.412,134.5,8.5,11.0,9.7,3.3,13.2,1.2,2.2,15.1,-2.8,1.1,103.5,115.5,-12.0,35.5,8.8,236.0,F,215,0,0,0,0,0,0,0,8,0,0.032,0.5,0.5,0.4,10,17,0.37,0.0,0.1,0.2,CLUB OURENSE BALONCESTO
224,JUAN GARCIA-ABRIL,VAL,33,10.8,2.2,0.7,2.0,0.348,0.3,1.2,0.282,0.5,0.6,0.714,0.5,1.1,1.7,0.5,0.3,0.0,0.9,1.9,232,0.478,0.432,134.5,6.1,13.6,9.7,6.8,27.8,1.4,0.3,14.0,-5.3,1.1,84.6,117.8,-33.2,24.9,4.0,355.1,PF,94,0,0,0,0,0,0,0,8,0,0.042,0.5,0.3,0.3,11,22,0.333,-0.6,0.1,-0.6,UEMC REAL VALLADOLID BALONCESTO
225,ADAMS SOLA,EST,37,11.0,2.2,0.8,1.6,0.459,0.2,0.8,0.267,0.4,0.7,0.615,0.6,1.3,1.9,0.6,0.4,0.1,0.2,0.9,164,0.552,0.525,134.1,7.1,14.6,11.0,8.6,8.8,1.8,0.6,9.4,2.2,1.3,129.0,111.2,17.7,96.5,11.4,405.9,G,73,0,0,0,0,0,0,0,8,0,0.046,3.4,1.9,0.4,28,9,0.757,0.8,0.5,1.2,MOVISTAR ESTUDIANTES
226,JAVIER BALASTEGUI,CART,15,11.4,2.1,0.7,2.4,0.278,0.4,1.1,0.353,0.4,0.8,0.5,0.5,0.7,1.2,1.1,0.7,0.0,0.7,1.2,216,0.388,0.361,113.1,5.2,8.2,6.5,15.4,19.5,3.6,0.0,14.0,0.4,0.9,87.1,112.2,-25.1,24.0,7.0,171.0,F,183,0,0,0,0,0,0,0,6,0,0.064,1.6,1.1,0.3,5,10,0.333,-0.3,0.2,-0.1,ODILO FC CARTAGENA CB
227,ANDRES ROIG,CAS,20,8.9,2.1,0.6,2.0,0.3,0.3,0.7,0.385,0.6,1.0,0.632,0.3,0.9,1.2,0.8,0.2,0.0,1.0,0.9,235,0.424,0.363,131.6,3.9,11.0,7.4,14.5,29.3,0.9,0.0,17.4,-5.0,1.0,76.1,115.4,-39.4,13.1,2.7,177.9,PG,140,0,0,0,0,0,0,0,9,0,0.05,0.8,0.2,0.5,9,11,0.45,-0.6,0.1,-0.5,AMICS CASTELLO
228,ISAAC MAYO,GBC,11,10.4,2.0,0.6,1.8,0.35,0.4,1.0,0.364,0.4,0.4,1.0,0.6,1.0,1.6,1.0,0.2,0.1,0.5,0.6,191,0.506,0.45,171.4,7.1,12.3,9.6,15.6,21.6,1.0,0.9,11.4,1.2,1.1,106.5,110.5,-4.0,25.3,9.4,114.6,SG,125,0,0,0,0,0,0,0,7,0,0.061,1.8,0.3,0.2,4,7,0.364,0.1,0.1,0.2,GIPUZKOA BASKET
229,PABLO ALMAZAN,SPB,31,11.3,2.0,0.6,1.9,0.333,0.4,1.3,0.325,0.3,0.5,0.529,0.5,1.0,1.5,0.3,0.5,0.0,0.3,1.5,217,0.459,0.442,118.8,5.6,11.0,8.4,3.6,10.6,2.7,0.3,10.3,-0.6,1.0,103.8,103.1,0.7,44.4,7.0,350.0,SF,143,0,0,0,0,0,0,0,7,0,0.03,1.1,2.1,0.3,29,2,0.935,0.1,0.8,0.8,SIBLO SAN PABLO BURGOS
230,EMIL STOILOV,MEN,32,8.3,2.0,0.6,1.4,0.455,0.0,0.0,0.0,0.7,1.2,0.622,0.6,1.1,1.6,0.3,0.1,0.2,0.5,1.5,208,0.523,0.455,107.6,8.1,16.3,12.1,5.5,19.9,0.4,2.8,13.9,-3.8,1.4,100.6,109.7,-9.1,37.1,8.4,265.5,C,123,0,0,0,0,0,0,0,8,0,0.035,0.5,0.1,0.8,11,21,0.344,0.0,0.4,0.3,HESTIA MENORCA
231,SERGIO LLORENTE,MEN,12,10.6,1.8,0.7,2.5,0.267,0.3,1.2,0.214,0.3,0.3,1.0,0.2,0.6,0.8,1.5,0.2,0.0,0.8,2.4,238,0.351,0.317,148.1,1.9,7.5,4.6,25.2,24.2,0.9,0.0,15.7,1.6,0.7,79.3,117.7,-38.4,1.1,1.1,127.7,PG,116,0,0,0,0,0,0,0,7,0,0.087,1.8,0.2,0.1,2,10,0.167,-0.3,0.0,-0.3,HESTIA MENORCA
232,AYOZE ALONSO,TIZ,18,7.6,1.8,0.7,1.8,0.406,0.2,0.7,0.231,0.2,0.2,0.75,0.3,0.4,0.7,1.2,0.1,0.0,0.8,1.3,230,0.474,0.453,138.7,4.6,7.4,6.0,22.7,30.8,0.4,0.0,15.8,-0.7,1.0,91.8,119.5,-27.8,13.0,4.5,135.9,PG,182,0,0,0,0,0,0,0,9,0,0.06,1.4,0.1,0.1,9,9,0.5,-0.2,0.0,-0.2,GRUPO URETA TIZONA BURGOS
233,CHEMA GONZALEZ,PAL,32,8.4,1.8,0.7,1.3,0.525,0.0,0.0,0.0,0.4,0.8,0.538,1.0,0.9,1.9,0.6,0.2,0.2,0.3,1.8,158,0.544,0.525,106.3,15.4,14.5,14.9,9.3,16.3,1.4,2.1,10.8,0.7,1.4,123.3,111.3,12.0,59.5,11.6,270.0,FC,228,0,0,0,0,0,0,0,7,0,0.038,1.8,0.7,0.7,19,13,0.594,0.5,0.3,0.8,ZUNDER PALENCIA
234,DIEGO RIVAS,LUC,10,6.1,1.6,0.6,1.6,0.375,0.4,1.1,0.364,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.5,226,0.5,0.5,73.9,0.0,2.2,1.0,6.5,5.9,0.9,0.0,13.5,0.6,1.0,103.3,114.7,-11.5,4.3,5.9,60.8,F,153,0,0,0,0,0,0,0,6,0,0.033,2.0,1.0,0.0,1,9,0.1,0.0,0.0,0.0,HLA ALICANTE
235,GOLDEN DIKE,MEN,32,8.4,1.1,0.3,0.7,0.478,0.0,0.0,0.0,0.4,0.9,0.4,1.0,1.5,2.5,0.3,0.2,0.2,0.3,1.4,187,0.47,0.478,87.8,13.8,22.9,18.2,5.7,21.6,1.5,2.3,8.4,-1.5,1.5,105.7,105.9,-0.2,62.0,9.8,267.8,PF,80,0,0,0,0,0,0,0,7,0,0.025,0.9,0.7,1.3,10,22,0.313,0.1,0.5,0.6,HESTIA MENORCA
236,ALONSO GRELA ROJAS,OBR,12,4.8,1.0,0.3,0.8,0.333,0.1,0.4,0.2,0.4,0.5,0.833,0.1,0.3,0.4,0.3,0.1,0.0,0.3,0.9,231,0.515,0.389,136.7,2.6,9.0,6.0,10.5,25.6,1.0,0.0,14.0,-2.5,1.3,96.6,108.3,-11.7,2.5,4.1,57.5,G,208,0,0,0,0,0,0,0,4,0,0.02,1.0,0.3,0.7,9,3,0.75,0.0,0.1,0.1,MONBUS OBRADOIRO
237,ASIER MIGUEL TORRERO,MON,17,4.3,0.8,0.3,0.8,0.357,0.2,0.6,0.3,0.0,0.1,0.0,0.1,0.4,0.5,0.1,0.2,0.0,0.2,0.9,234,0.45,0.464,65.7,3.5,11.0,7.4,3.9,21.7,3.0,0.0,11.9,-3.6,0.9,83.0,97.1,-14.1,3.4,3.6,73.6,GF,239,0,0,0,0,0,0,0,6,0,0.013,0.5,1.0,0.1,16,1,0.941,-0.1,0.2,0.1,BALONCESTO FUENLABRADA
238,CHRIST KANYINDA OKITO,MON,10,2.8,0.7,0.3,0.5,0.6,0.0,0.0,0.0,0.1,0.4,0.25,0.4,0.1,0.5,0.0,0.1,0.1,0.0,0.3,107,0.518,0.6,85.0,17.3,4.4,10.9,0.0,0.0,2.0,4.0,11.2,0.0,1.4,127.1,108.2,18.9,7.0,14.2,27.6,C,146,0,0,0,0,0,0,0,3,0,0.01,0.0,0.0,0.8,8,2,0.8,0.1,0.0,0.1,BALONCESTO FUENLABRADA
239,WILHELM FALK,MEN,14,4.5,0.6,0.2,0.8,0.273,0.0,0.3,0.0,0.1,0.2,0.667,0.1,0.4,0.4,0.1,0.2,0.1,0.2,0.8,236,0.325,0.273,93.9,1.9,9.6,5.7,5.4,19.6,2.7,1.6,11.9,-2.8,0.7,66.9,102.6,-35.7,0.9,2.1,62.5,G,222,0,0,0,0,0,0,0,3,0,0.014,0.7,1.0,0.3,7,7,0.5,-0.2,0.1,0.0,HESTIA MENORCA
