#_prom,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,#_adv,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,MIN,Pos,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,Team_completo
55,VINCENT KESTELOOT,JUV,26,25.1,9.3,4.0,7.0,0.569,0.4,1.5,0.282,0.9,1.4,0.667,1.9,2.3,4.2,0.9,0.3,0.4,0.7,2.7,66,0.612,0.599,151.8,10.5,13.1,11.7,6.0,7.9,0.7,1.6,15.6,-0.2,1.3,128.6,124.7,3.9,176.5,14.1,652.2,F,81,0,0,0,0,0,0,0,18,0,0.157,1.4,0.5,0.2,10,16,0.385,1.4,0.1,1.5,JUVENTUS
56,ERIKAS VENSKUS,JJ,43,24.3,9.2,3.2,7.8,0.416,1.1,3.6,0.32,1.6,2.0,0.782,1.2,2.0,3.2,1.3,0.7,0.1,0.9,2.0,94,0.531,0.49,151.8,6.1,10.8,8.4,8.2,9.5,1.5,0.6,17.9,-0.3,1.2,113.7,120.4,-6.7,235.6,11.4,1046.9,PF,105,0,0,0,0,0,0,0,27,0,0.146,1.4,0.8,0.3,22,21,0.512,0.7,0.8,1.6,JONAVA JONAVOS
57,NOJUS MINEIKIS,MAZ,21,21.7,9.1,3.0,7.5,0.401,2.0,5.6,0.364,1.1,1.2,0.885,0.9,2.3,3.1,0.8,0.2,0.2,0.6,1.6,90,0.57,0.538,165.0,4.7,14.3,9.1,6.6,7.2,0.5,0.8,18.4,-0.4,1.2,115.3,128.8,-13.4,114.0,11.8,455.0,SF,77,0,0,0,0,0,0,0,17,0,0.134,1.3,0.3,0.2,2,19,0.095,0.4,-0.1,0.3,MAZEIKIAI
58,L.J. THORPE,JUV,34,21.6,8.9,3.4,7.4,0.468,0.3,1.6,0.204,1.7,2.2,0.763,0.6,2.7,3.3,3.8,1.0,0.1,2.0,2.8,64,0.535,0.49,143.5,3.8,17.5,10.5,29.5,19.6,2.6,0.3,22.7,2.4,1.2,106.2,115.4,-9.2,228.0,14.2,733.3,G,80,0,0,0,0,0,0,0,24,0,0.237,1.9,0.5,0.3,14,20,0.412,-0.2,1.1,0.9,JUVENTUS
59,VITALIJUS KOZYS,KED,34,22.6,8.9,2.9,7.0,0.414,1.2,3.8,0.313,2.0,2.8,0.698,1.8,3.3,5.0,1.6,0.9,0.2,1.2,3.4,81,0.543,0.498,142.4,9.5,18.5,13.9,11.3,13.1,2.1,1.1,18.7,-0.7,1.3,113.8,115.0,-1.3,227.5,13.1,767.1,F,16,2,0,0,0,0,0,0,27,0,0.148,1.3,0.7,0.4,11,23,0.324,0.6,1.1,1.8,KEDAINIAI NEVEZIS
60,AURIMAS MAJAUSKAS,JJ,21,21.4,8.8,3.2,6.5,0.5,0.9,2.5,0.358,1.4,1.9,0.75,1.3,2.1,3.5,1.3,0.5,0.1,1.3,2.6,84,0.602,0.57,160.8,7.7,13.2,10.4,10.4,15.4,1.3,0.5,18.5,-2.1,1.4,116.3,121.7,-5.3,115.8,12.9,449.4,F,28,1,0,0,0,0,0,0,22,0,0.151,1.0,0.4,0.3,8,13,0.381,0.5,0.3,0.8,JONAVA JONAVOS
61,DONATAS SABECKIS,MAZ,18,28.8,8.7,2.9,7.2,0.4,1.4,3.9,0.352,1.5,2.3,0.659,0.6,3.1,3.6,5.7,1.3,0.1,2.8,3.7,107,0.527,0.496,141.1,2.5,14.0,8.1,32.8,25.6,2.4,0.2,18.4,3.3,1.2,103.5,124.9,-21.4,136.4,10.2,518.3,F,121,0,0,0,0,0,1,0,21,0,0.301,2.0,0.5,0.3,3,15,0.167,-0.3,0.1,-0.2,MAZEIKIAI
62,PARKER JACKSON-CARTWRIGHT,LIE,27,16.8,8.6,3.3,6.7,0.497,0.9,2.4,0.359,1.1,1.3,0.833,0.4,1.6,2.0,4.2,1.3,0.0,1.6,2.3,16,0.592,0.561,169.0,3.1,11.7,7.5,40.8,17.6,3.9,0.0,23.6,7.2,1.3,122.0,108.0,14.1,201.0,19.7,453.6,G,76,0,0,0,0,0,1,0,20,0,0.23,2.7,0.8,0.2,19,8,0.704,1.1,1.1,2.2,LIETUVOS RYTAS
63,MARIUS VALINSKAS,SIA,37,20.6,8.6,2.9,6.5,0.448,0.8,2.2,0.337,2.0,2.2,0.915,0.2,1.3,1.5,2.1,0.6,0.0,1.4,1.7,100,0.576,0.506,170.0,1.0,8.4,4.8,15.1,15.6,1.5,0.1,19.3,0.0,1.3,111.7,126.0,-14.4,166.8,11.0,763.8,PG,66,0,0,0,0,0,0,0,22,0,0.153,1.5,0.4,0.3,14,23,0.378,0.4,0.0,0.4,SIAULIAI
64,DEIVIDAS SIRVYDIS,ZAL,43,20.0,8.6,3.0,6.7,0.448,1.7,4.4,0.388,0.9,1.5,0.609,0.5,2.4,3.0,1.7,0.7,0.2,1.0,2.1,63,0.586,0.575,144.5,3.7,15.6,9.9,13.2,12.5,1.9,1.0,20.6,0.4,1.3,116.2,105.3,10.9,249.0,14.3,857.9,GF,56,0,0,0,0,0,0,0,20,0,0.147,1.6,0.6,0.2,39,4,0.907,1.0,2.4,3.4,ZALGIRIS
65,DERRICK FENNER,MAZ,15,26.0,8.5,3.2,8.0,0.4,0.9,2.8,0.333,1.2,1.5,0.783,0.4,2.5,2.9,1.1,1.0,0.3,1.5,3.2,130,0.492,0.458,151.6,2.0,12.7,7.3,6.8,14.5,2.1,1.2,19.0,-2.9,1.1,92.2,126.6,-34.4,53.1,7.5,390.5,G,110,0,0,0,0,0,0,0,17,0,0.146,0.7,0.7,0.2,2,13,0.133,-0.7,0.0,-0.7,MAZEIKIAI
66,SAVION FLAGG,LIE,40,21.6,8.5,3.5,6.9,0.504,1.1,2.9,0.368,0.6,1.2,0.449,0.9,2.8,3.7,1.8,0.9,0.1,1.2,1.6,79,0.577,0.582,132.0,5.4,15.4,10.6,12.3,14.2,2.0,0.4,17.9,-0.3,1.2,113.0,110.1,2.9,264.9,13.1,864.0,SF,44,1,0,0,0,0,0,0,20,0,0.159,1.4,0.7,0.2,31,9,0.775,0.5,1.9,2.4,LIETUVOS RYTAS
67,KRISTUPAS LESCIAUSKAS,MAZ,13,18.3,8.5,2.8,6.5,0.44,1.2,3.5,0.348,1.5,2.0,0.769,0.1,1.1,1.2,1.8,0.4,0.1,2.1,3.5,128,0.576,0.536,155.8,0.5,7.5,3.9,17.8,22.1,1.1,0.4,23.1,-4.7,1.3,96.9,134.6,-37.8,27.8,7.6,238.3,G,108,0,0,0,0,0,0,0,20,0,0.165,0.9,0.2,0.3,0,13,0.0,-0.4,-0.3,-0.7,MAZEIKIAI
68,ARTURAS GUDAITIS,LIE,27,19.2,8.4,3.1,4.9,0.632,0.1,0.1,1.0,2.1,3.5,0.606,2.1,2.3,4.4,1.0,0.3,1.1,1.2,3.0,40,0.651,0.639,223.8,14.3,15.0,14.7,8.1,15.9,0.9,5.6,18.2,-2.9,1.7,124.7,110.8,13.8,186.5,17.2,517.9,C,23,1,0,0,0,0,0,1,16,0,0.126,0.8,0.3,0.7,19,8,0.704,1.1,1.1,2.2,LIETUVOS RYTAS
69,GYTIS MASIULIS,LIE,47,16.9,8.4,2.7,4.7,0.581,0.7,1.9,0.382,2.2,2.8,0.785,1.4,2.2,3.6,0.9,0.6,0.6,0.7,2.1,10,0.706,0.658,174.8,11.2,15.5,13.4,8.4,10.6,1.7,3.7,17.8,-0.5,1.8,141.5,109.4,32.0,338.3,20.6,792.8,F,100,0,0,0,0,0,0,0,19,0,0.113,1.3,0.8,0.6,36,11,0.766,3.1,1.8,4.9,LIETUVOS RYTAS
70,AMANDAS URKIS,MAZ,36,21.8,8.0,3.1,7.2,0.434,0.8,2.9,0.264,1.0,1.4,0.706,0.5,1.9,2.4,1.0,0.5,0.0,1.7,1.9,133,0.513,0.488,140.4,3.0,11.4,7.1,8.4,17.9,1.3,0.1,20.4,-4.7,1.1,91.4,130.7,-39.3,106.4,7.1,783.2,SF,104,0,0,0,0,0,0,0,20,0,0.147,0.6,0.3,0.2,3,33,0.083,-1.7,-0.4,-2.1,MAZEIKIAI
71,MIHKEL KIRVES,JJ,35,19.1,8.0,3.2,6.4,0.5,0.3,0.9,0.355,1.3,2.0,0.629,1.6,2.2,3.8,1.3,0.7,0.1,0.9,3.2,60,0.547,0.525,148.3,10.7,15.3,12.9,11.5,10.5,2.0,0.6,19.3,0.2,1.2,117.6,117.0,0.6,189.0,14.4,668.8,G,135,0,0,0,0,0,0,0,18,0,0.144,1.6,0.8,0.3,19,16,0.543,0.9,0.8,1.7,JONAVA JONAVOS
72,ARUNAS MIKALAUSKAS,KED,24,21.2,7.8,2.4,5.9,0.408,1.0,3.5,0.286,2.0,2.7,0.734,1.1,3.2,4.3,1.8,0.6,0.2,1.5,2.4,104,0.549,0.493,142.9,6.6,18.1,12.5,12.0,17.9,1.4,0.8,17.8,-1.7,1.3,109.0,116.2,-7.3,135.8,10.8,508.5,F,82,0,0,0,0,0,0,0,20,0,0.13,1.1,0.4,0.5,9,15,0.375,0.1,0.7,0.8,KEDAINIAI NEVEZIS
73,SARUNAS BENIUSIS,JUV,38,16.2,7.6,3.1,4.4,0.711,0.0,0.1,0.0,1.4,2.2,0.643,1.4,2.4,3.8,0.3,0.4,0.2,0.7,2.4,21,0.714,0.711,135.4,12.0,20.4,16.1,3.1,11.4,1.3,1.0,17.6,-3.1,1.7,135.0,117.5,17.5,216.8,18.9,614.6,F,79,0,0,0,0,0,0,0,16,0,0.11,0.4,0.6,0.5,16,22,0.421,1.9,0.7,2.7,JUVENTUS
74,KRISTUPAS ZEMAITIS,WOLV,38,22.6,7.6,2.9,6.1,0.472,1.3,3.3,0.397,0.6,0.8,0.7,0.4,1.9,2.4,2.6,0.5,0.0,1.3,1.2,101,0.592,0.58,156.9,2.8,11.2,7.1,18.9,16.4,1.1,0.0,16.1,2.2,1.3,116.2,124.6,-8.4,223.5,10.9,859.7,G,137,0,0,0,0,0,0,0,17,0,0.185,2.1,0.4,0.1,20,18,0.526,0.8,0.2,1.0,WOLVES TWINSBET VILNIUS
75,TOMAS ZDANAVICIUS,MAZ,34,19.7,7.5,2.5,5.5,0.452,0.8,1.9,0.4,1.8,2.1,0.871,1.6,1.9,3.5,0.9,0.5,0.4,1.3,2.1,87,0.588,0.522,172.3,9.8,12.6,11.1,8.2,16.6,1.3,1.8,18.1,-3.3,1.4,111.7,129.0,-17.3,171.0,12.3,670.2,C,34,1,0,0,0,0,0,0,17,0,0.122,0.7,0.4,0.4,3,31,0.088,0.3,-0.2,0.1,MAZEIKIAI
76,ARNAS BERUCKA,NEP,38,24.3,7.5,2.9,6.3,0.456,1.1,3.4,0.318,0.7,1.3,0.49,1.0,2.4,3.4,1.4,1.0,0.1,0.9,2.5,109,0.543,0.542,126.4,5.3,12.8,9.0,9.1,11.5,2.2,0.2,14.9,0.1,1.2,110.4,118.6,-8.2,202.1,10.1,923.5,F,32,1,0,0,0,0,0,0,23,0,0.142,1.5,1.1,0.2,14,24,0.368,0.2,1.0,1.2,NEPTUNAS
77,GABAS MALDUNAS,TEC,46,20.1,7.5,3.2,5.8,0.558,0.0,0.1,0.25,1.0,1.5,0.62,2.1,3.2,5.3,1.3,1.2,0.5,1.0,2.4,32,0.575,0.56,142.8,13.3,21.6,17.4,11.8,13.4,3.4,2.8,17.4,-0.5,1.3,117.8,105.3,12.5,361.4,17.5,926.7,PF,19,2,0,0,0,0,0,0,22,0,0.157,1.3,1.2,0.3,26,20,0.565,1.1,2.6,3.7,7BET-LIETKABELIS PANEVEZYS
78,JAYVON GRAVES,LIE,42,16.8,7.3,2.7,6.2,0.436,0.7,2.1,0.348,1.2,1.9,0.654,0.7,1.8,2.5,1.7,0.9,0.1,1.2,2.1,82,0.525,0.496,143.8,5.5,12.9,9.4,15.8,14.6,2.9,0.9,21.9,-0.4,1.2,108.0,108.8,-0.8,193.3,13.1,706.2,G,74,0,0,0,0,0,0,0,19,0,0.136,1.4,0.8,0.3,31,11,0.738,0.0,1.6,1.7,LIETUVOS RYTAS
79,LUKAS LEKAVICIUS,ZAL,17,14.9,7.2,2.6,5.4,0.478,1.2,2.6,0.467,0.8,0.8,0.929,0.1,1.3,1.4,2.2,0.6,0.0,0.9,1.2,41,0.621,0.592,187.3,1.1,11.4,6.4,23.0,14.0,2.5,0.0,21.8,3.9,1.3,124.4,107.0,17.4,89.3,17.1,253.1,PG,55,0,0,0,0,0,0,0,23,0,0.146,2.4,0.7,0.2,15,2,0.882,0.6,0.7,1.3,ZALGIRIS
80,IGNAS VAITKUS,KED,34,19.3,7.1,2.6,5.6,0.469,1.1,2.7,0.396,0.8,1.0,0.794,0.8,2.9,3.7,1.9,0.8,0.1,0.9,1.8,71,0.587,0.563,165.8,4.8,19.5,11.9,15.3,12.3,2.2,0.5,16.0,1.9,1.3,120.3,115.9,4.4,222.3,13.9,656.9,SF,141,0,0,0,0,0,0,0,23,0,0.147,2.2,1.0,0.2,10,24,0.294,0.9,0.9,1.8,KEDAINIAI NEVEZIS
81,ANDRIJA STIPANOVIC,TEC,7,19.3,7.1,2.9,6.0,0.476,0.0,0.0,0.0,1.4,2.7,0.526,2.1,2.6,4.7,1.1,0.3,0.1,1.9,3.1,116,0.496,0.476,100.3,15.0,20.5,17.6,11.2,20.5,0.8,0.9,22.3,-5.9,1.2,96.3,116.1,-19.7,26.9,9.2,135.2,PF,72,0,0,0,0,0,0,0,13,0,0.147,0.6,0.2,0.5,3,4,0.429,-0.2,0.2,-0.1,7BET-LIETKABELIS PANEVEZYS
82,SIMAS JARUMBAUSKAS,JJ,40,14.4,7.1,2.4,5.0,0.485,0.5,1.7,0.29,1.7,2.4,0.701,1.1,1.9,3.0,1.0,0.9,0.0,1.6,3.1,68,0.581,0.535,147.6,9.7,17.7,13.6,11.9,20.6,3.2,0.2,24.2,-6.1,1.4,105.9,114.6,-8.7,148.6,14.1,576.2,G,37,1,0,0,0,0,0,0,17,0,0.112,0.7,0.6,0.5,21,19,0.525,-0.2,0.9,0.7,JONAVA JONAVOS
83,LESLIE NKEREUWEM,KED,22,19.8,7.0,2.7,5.1,0.527,0.0,0.5,0.083,1.6,2.9,0.571,2.0,1.7,3.7,0.5,1.2,0.3,1.0,2.3,75,0.555,0.531,118.2,12.8,11.2,12.0,4.2,14.1,3.2,1.8,17.1,-3.5,1.4,111.2,115.6,-4.4,116.1,13.4,434.9,F,24,1,0,0,0,0,0,0,17,0,0.107,0.5,1.1,0.6,6,16,0.273,0.2,0.6,0.8,KEDAINIAI NEVEZIS
84,GEORGIOS KALAITZAKIS,TEC,24,16.8,7.0,2.4,5.6,0.422,0.4,1.9,0.217,1.9,3.3,0.563,0.5,2.1,2.6,1.1,0.5,0.3,1.3,2.8,118,0.496,0.459,120.2,3.4,17.3,10.0,11.6,15.0,1.7,2.1,22.9,-3.0,1.3,96.7,108.0,-11.4,70.5,9.1,403.6,F,124,0,0,0,0,0,0,0,23,0,0.122,0.9,0.4,0.6,13,11,0.542,-0.6,1.0,0.3,7BET-LIETKABELIS PANEVEZYS
85,EDGARAS ULANOVAS,ZAL,45,21.3,7.0,2.2,4.5,0.49,0.6,1.8,0.313,2.1,2.5,0.838,1.2,2.0,3.2,2.2,0.4,0.1,1.1,2.0,73,0.63,0.552,164.0,7.8,12.1,10.0,14.8,16.6,1.0,0.7,15.4,1.6,1.6,128.5,109.1,19.4,268.4,13.5,959.8,SF,126,0,0,0,0,0,0,0,16,0,0.137,1.9,0.3,0.5,41,4,0.911,2.2,2.2,4.4,ZALGIRIS
86,GIEDRIUS STANIULIS,MAZ,12,23.1,7.0,3.1,5.6,0.552,0.0,0.0,0.0,0.8,1.7,0.5,2.8,3.8,6.5,1.3,0.5,0.3,1.3,1.9,77,0.554,0.552,105.2,14.5,20.7,17.6,11.4,17.4,1.2,1.4,15.8,-1.9,1.3,110.5,123.5,-13.0,91.5,13.3,277.6,FC,30,1,0,0,0,0,0,0,14,0,0.171,1.0,0.4,0.3,1,11,0.083,0.1,0.1,0.2,MAZEIKIAI
87,STEVEN ENOCH,LIE,40,16.0,7.0,2.6,4.6,0.562,0.2,0.6,0.28,1.6,2.1,0.783,1.3,2.4,3.7,0.6,0.2,0.8,0.8,2.5,45,0.632,0.581,162.5,10.2,18.1,14.3,6.4,12.6,0.6,5.0,18.1,-2.4,1.5,125.3,111.5,13.8,213.1,16.2,638.7,PF,117,0,0,0,0,0,0,0,17,0,0.103,0.8,0.2,0.4,28,12,0.7,1.3,1.3,2.6,LIETUVOS RYTAS
88,GARRISON BROOKS,WOLV,37,19.4,7.0,2.9,4.6,0.635,0.3,0.7,0.407,0.8,1.3,0.66,1.9,2.7,4.6,1.2,0.6,0.6,1.2,3.2,50,0.677,0.668,170.2,13.8,18.0,15.9,10.5,18.4,1.6,3.4,15.4,-1.8,1.5,126.1,118.8,7.3,244.9,15.4,719.6,C,13,2,0,0,0,0,0,0,17,0,0.138,1.0,0.5,0.3,20,17,0.541,1.4,0.7,2.1,WOLVES TWINSBET VILNIUS
89,DARYL AYTON DOUALLA,KED,32,17.7,6.8,2.4,5.3,0.456,0.6,2.0,0.313,1.3,1.9,0.645,0.6,1.2,1.8,1.3,0.7,0.0,0.7,2.2,99,0.545,0.515,141.4,4.1,8.4,6.2,12.0,10.0,2.1,0.2,17.3,1.1,1.3,114.3,118.4,-4.1,122.5,11.1,565.9,F,98,0,0,0,0,0,0,0,17,0,0.123,2.0,1.0,0.4,10,22,0.313,0.4,0.6,1.0,KEDAINIAI NEVEZIS
90,MATT MITCHELL,ZAL,42,15.9,6.7,2.6,5.0,0.524,0.6,1.7,0.352,0.8,1.2,0.714,0.9,1.8,2.6,1.1,0.4,0.1,0.7,2.3,54,0.604,0.583,159.0,7.6,14.7,11.3,10.9,10.7,1.4,0.5,19.4,0.4,1.3,124.3,107.0,17.3,185.1,14.9,665.9,F,57,0,0,0,0,0,0,0,22,0,0.116,1.6,0.6,0.2,39,3,0.929,1.4,1.7,3.1,ZALGIRIS
91,IGNAS SARGIUNAS,LIE,41,16.3,6.7,2.2,5.0,0.436,1.0,2.8,0.363,1.4,1.6,0.848,0.7,1.0,1.8,1.5,0.5,0.1,0.6,1.7,69,0.59,0.537,164.8,5.8,7.9,6.8,13.7,9.0,1.7,0.6,17.3,2.7,1.3,129.2,114.1,15.1,189.5,14.1,669.3,G,134,0,0,0,0,0,0,0,17,0,0.113,2.7,1.0,0.3,30,11,0.732,1.6,1.1,2.7,LIETUVOS RYTAS
92,DZIUGAS SLAVINSKAS,TEC,20,20.2,6.7,2.4,5.5,0.431,0.8,2.5,0.3,1.3,1.9,0.658,1.3,1.5,2.8,1.2,0.3,0.1,1.1,3.3,122,0.533,0.5,138.9,8.7,9.8,9.2,9.4,14.3,0.8,0.5,17.2,-1.4,1.2,107.9,115.5,-7.5,64.0,8.4,403.0,PF,88,0,0,0,0,0,0,0,15,0,0.121,1.1,0.3,0.3,13,7,0.65,0.0,0.6,0.6,7BET-LIETKABELIS PANEVEZYS
93,BRADY MANEK,ZAL,20,13.7,6.7,2.5,4.9,0.505,1.2,3.0,0.407,0.6,0.8,0.75,0.7,1.7,2.4,1.3,0.4,0.2,0.7,2.2,39,0.644,0.629,166.2,6.3,15.7,11.1,14.1,11.9,1.6,1.7,20.6,1.0,1.4,128.6,102.2,26.3,94.8,17.3,274.0,SF,127,0,0,0,0,0,0,0,15,0,0.111,1.8,0.6,0.2,19,1,0.95,0.8,0.9,1.6,ZALGIRIS
94,EIMANTAS STANKEVICIUS,SIA,30,16.4,6.6,2.1,5.3,0.388,1.2,3.2,0.379,1.3,1.6,0.776,0.5,2.2,2.7,1.2,0.6,0.1,0.7,1.1,86,0.545,0.5,154.2,3.8,18.3,11.0,10.8,10.8,2.0,0.5,18.9,0.3,1.2,112.6,122.7,-10.0,141.9,12.6,490.7,G,58,0,0,0,0,0,0,0,22,0,0.102,1.6,0.9,0.3,10,20,0.333,0.3,0.2,0.5,SIAULIAI
95,ISAIAH WONG,ZAL,23,12.7,6.5,2.4,5.7,0.42,0.7,2.0,0.326,1.1,1.6,0.676,0.5,1.3,1.8,1.0,0.3,0.0,0.8,1.6,78,0.509,0.477,142.2,5.2,13.1,9.3,13.8,10.9,1.6,0.4,28.3,-1.0,1.1,105.7,107.0,-1.2,67.4,13.2,292.2,G,47,0,0,0,0,0,0,0,14,0,0.11,1.3,0.4,0.3,21,2,0.913,-0.1,0.7,0.7,ZALGIRIS
96,MINDAUGAS GIRDZIUNAS,NEP,38,19.1,6.5,1.8,4.9,0.368,1.2,3.5,0.356,1.7,1.9,0.875,0.3,0.6,0.9,0.8,0.6,0.0,0.9,1.8,126,0.568,0.495,159.9,1.9,4.1,3.0,6.6,13.2,1.6,0.1,16.0,-1.7,1.3,111.0,122.7,-11.6,95.0,7.8,726.2,SG,106,0,0,0,0,0,0,0,23,0,0.088,0.9,0.6,0.4,14,24,0.368,0.2,0.4,0.6,NEPTUNAS
97,REGIMANTAS MINIOTAS,WOLV,38,21.0,6.3,2.6,4.5,0.581,0.3,0.8,0.333,0.8,1.1,0.698,1.8,4.2,6.1,1.7,0.8,0.1,0.9,2.1,51,0.629,0.61,161.2,12.2,26.0,19.4,13.2,15.9,2.1,0.3,13.4,0.9,1.4,128.3,117.5,10.8,307.9,15.4,798.6,C,10,3,0,0,0,0,0,0,21,0,0.146,1.8,0.9,0.3,20,18,0.526,1.6,1.0,2.5,WOLVES TWINSBET VILNIUS
98,ARNALDO TORO BAREA,JUV,25,21.1,6.2,2.4,4.5,0.531,0.0,0.0,0.0,1.4,2.4,0.593,2.5,5.2,7.7,1.0,0.6,0.4,1.2,2.6,59,0.558,0.531,112.4,15.4,32.4,23.9,7.2,18.2,1.6,1.8,15.2,-2.9,1.4,112.4,110.5,2.0,193.9,14.6,528.2,FC,8,3,0,0,0,0,0,0,17,0,0.112,0.8,0.5,0.5,11,14,0.44,0.3,1.1,1.4,JUVENTUS
99,GRANT SINGLETON,SIA,11,11.8,5.9,2.2,5.0,0.436,1.0,3.0,0.333,0.5,0.7,0.75,0.1,0.5,0.6,2.0,0.4,0.0,0.6,1.0,65,0.555,0.536,152.0,1.0,6.8,3.7,25.5,10.7,1.6,0.0,22.6,5.6,1.2,116.9,129.4,-12.6,39.8,14.1,130.1,G,54,0,0,0,0,0,0,0,21,0,0.123,3.1,0.6,0.1,3,8,0.273,0.2,-0.1,0.1,SIAULIAI
100,DOVYDAS GIEDRAITIS,ZAL,43,21.0,5.9,2.2,4.9,0.448,0.8,2.3,0.343,0.7,0.9,0.769,0.7,0.9,1.6,2.5,0.9,0.0,1.0,1.5,95,0.554,0.528,156.1,4.8,5.3,5.0,17.3,15.5,2.4,0.0,14.8,3.5,1.2,119.0,108.4,10.6,210.6,11.4,903.9,PG,64,0,0,0,0,0,0,0,15,0,0.147,2.5,0.9,0.2,39,4,0.907,1.1,2.1,3.2,ZALGIRIS
101,LUKAS KREISMONTAS,JJ,43,21.0,5.8,1.9,4.2,0.448,1.0,2.7,0.383,1.0,1.4,0.75,1.1,2.2,3.3,1.0,0.5,0.1,0.5,1.7,102,0.605,0.569,158.0,6.5,14.1,10.2,6.7,9.6,1.2,0.6,11.6,0.6,1.4,128.5,120.4,8.1,217.5,10.9,904.6,SG,122,0,0,0,0,0,0,0,18,0,0.092,1.9,1.0,0.3,21,22,0.488,1.5,0.7,2.2,JONAVA JONAVOS
102,VYTENIS LIPKEVICIUS,TEC,20,22.5,5.8,1.7,4.8,0.344,0.7,2.9,0.241,1.8,2.2,0.814,1.3,2.8,4.1,2.1,0.8,0.1,0.9,1.8,103,0.5,0.417,139.9,7.5,17.8,12.3,14.3,13.5,1.8,0.3,13.8,2.3,1.2,115.5,112.6,2.9,116.6,10.9,449.2,SG,91,0,0,0,0,0,0,0,11,0,0.129,2.3,0.8,0.4,10,10,0.5,0.4,0.8,1.2,7BET-LIETKABELIS PANEVEZYS
103,DANIELIUS LAVRINOVICIUS,TEC,13,14.6,5.6,2.2,3.9,0.549,0.9,1.9,0.48,0.4,0.6,0.625,0.5,1.0,1.5,0.8,0.5,0.3,1.1,1.9,92,0.669,0.667,165.4,4.9,9.0,7.0,9.6,20.4,1.7,2.6,16.9,-3.5,1.4,112.2,111.0,1.2,43.0,11.7,189.6,SF,93,0,0,0,0,0,0,0,12,0,0.1,0.8,0.4,0.2,9,4,0.692,0.1,0.4,0.5,7BET-LIETKABELIS PANEVEZYS
104,DEIVIDAD GAILIUS,NEP,29,16.4,5.6,1.8,5.3,0.338,0.8,3.6,0.233,1.1,1.4,0.786,0.4,1.6,2.0,1.4,0.4,0.0,1.0,1.7,132,0.467,0.416,135.6,3.6,12.3,8.0,13.2,14.8,1.3,0.2,19.7,-0.6,1.0,98.0,119.7,-21.7,76.8,7.1,474.8,SF,115,0,0,0,0,0,0,0,21,0,0.105,1.4,0.4,0.3,12,17,0.414,-0.6,0.4,-0.2,NEPTUNAS
105,TOMAS PAVELKA,NEP,37,12.6,5.5,2.4,3.4,0.714,0.0,0.0,0.0,0.6,0.9,0.719,1.6,2.3,4.0,0.4,0.3,0.9,0.9,2.1,18,0.725,0.714,143.3,16.9,24.2,20.5,5.5,19.5,1.1,7.2,17.3,-5.3,1.6,124.0,114.2,9.8,205.0,19.6,466.7,C,41,1,0,0,0,0,0,0,20,0,0.095,0.4,0.3,0.3,13,24,0.351,0.9,0.8,1.6,NEPTUNAS
106,SARUNAS VALUNTA,MAZ,34,20.5,5.4,1.8,5.5,0.321,0.9,3.1,0.299,0.9,1.6,0.574,0.4,0.9,1.4,1.9,0.5,0.0,1.6,2.4,138,0.434,0.406,119.4,2.5,6.0,4.2,15.7,20.4,1.3,0.1,17.8,-1.4,1.0,84.7,132.1,-47.3,49.5,3.5,696.1,G,99,0,0,0,0,0,0,0,16,0,0.133,1.2,0.3,0.3,3,31,0.088,-1.9,-0.5,-2.5,MAZEIKIAI
107,EVALDAS SAULYS,JUV,18,15.7,5.2,1.7,3.6,0.484,0.9,1.9,0.5,0.8,0.9,0.882,0.6,1.2,1.8,0.9,0.8,0.0,0.9,2.7,96,0.658,0.617,186.7,4.9,11.5,8.1,8.4,18.3,2.7,0.0,14.8,-1.9,1.5,119.5,122.0,-2.5,56.1,11.3,282.1,SG,129,0,0,0,0,0,0,0,12,0,0.083,1.0,0.9,0.3,6,12,0.333,0.3,0.2,0.5,JUVENTUS
108,BRYANT DUNSTON,ZAL,34,14.1,5.1,2.0,2.9,0.687,0.0,0.1,0.333,1.1,1.6,0.679,1.1,1.8,2.9,1.0,0.6,0.7,0.5,2.2,15,0.708,0.692,169.9,11.1,16.4,13.8,11.2,12.1,2.5,5.1,14.5,1.4,1.8,142.4,102.9,39.5,187.3,19.7,479.6,C,138,0,0,0,0,0,0,0,16,0,0.095,2.1,1.2,0.6,30,4,0.882,1.7,1.5,3.2,ZALGIRIS
109,ZYGIMANTAS SKUCAS,JUV,14,11.8,5.0,2.0,3.9,0.519,0.2,0.9,0.25,0.8,1.4,0.55,0.2,1.1,1.3,0.5,0.2,0.1,0.8,2.0,113,0.557,0.546,131.9,2.4,11.8,7.1,7.4,14.9,1.0,1.3,21.2,-3.9,1.3,101.1,112.2,-11.1,23.3,9.6,165.2,SG,86,0,0,0,0,0,0,0,9,0,0.084,0.6,0.3,0.4,6,8,0.429,-0.1,0.3,0.2,JUVENTUS
